ID	altID	Group	ClassUpper	ClassLower
C126833178	fenhexamid	Chem	Chem	Chem
C126863	2,4,7,9-tetramethyl-5-decyne-4,7-diol	Chem	Chem	Chem
C126921	sodium_ethasulfate	Chem	Chem	Chem
C126987	methacrylonitrile	Chem	Chem	Chem
C127071	hydroxyurea	Chem	Chem	Chem
C127195	n,n-dimethylacetamide	Chem	Chem	Chem
C127253	methyl_abietate	Chem	Chem	Chem
C127308821	zamifenacin	Chem	Chem	Chem
C127399	sodium_1,4-diisobutyl_sulfosuccinate	Chem	Chem	Chem
C127413	alpha-ionone	Chem	Chem	Chem
C127479	retinol_acetate	Chem	Chem	Chem
C127515	alpha-isomethylionone	Chem	Chem	Chem
C128041	sodium_dimethyldithiocarbamate	Chem	Chem	Chem
C128370	butylated_hydroxytoluene	Chem	Chem	Chem
C128392	2,6-di-tert-butylphenol	Chem	Chem	Chem
C128639021	carfentrazone-ethyl	Chem	Chem	Chem
C128950	1,4-diaminoanthraquinone	Chem	Chem	Chem
C129000	pyrene	Chem	Chem	Chem
C129066	sodium_warfarin	Chem	Chem	Chem
C129179	sulfan_blue	Chem	Chem	Chem
C129298915	tnp-470	Chem	Chem	Chem
C129299907	fabesetron_hydrochloride	Chem	Chem	Chem
C129453618	fulvestrant	Chem	Chem	Chem
C129630199	pyraflufen-ethyl	Chem	Chem	Chem
C1300727	sodium_xylenesulfonate	Chem	Chem	Chem
C1300738	dimethylaniline	Chem	Chem	Chem
C130143	sodium_1-naphthalenesulfonate	Chem	Chem	Chem
C1303113	indium_arsenide	Chem	Chem	Chem
C13071799	terbufos	Chem	Chem	Chem
C131113	dimethyl_phthalate	Chem	Chem	Chem
C131179	diallyl_phthalate	Chem	Chem	Chem
C131180	dipentyl_phthalate	Chem	Chem	Chem
C131341861	fludioxonil	Chem	Chem	Chem
C131555	2,2',4,4'-tetrahydroxybenzophenone	Chem	Chem	Chem
C131566	2,4-dihydroxybenzophenone	Chem	Chem	Chem
C131577	2-hydroxy-4-methoxybenzophenone	Chem	Chem	Chem
C131704	monobutyl_phthalate	Chem	Chem	Chem
C13171001	1-(6-tert-butyl-1,1-dimethyl-2,3-dihydro-1h-inden-4-yl)ethanone	Chem	Chem	Chem
C131807573	famoxadone	Chem	Chem	Chem
C131860338	azoxystrobin	Chem	Chem	Chem
C13194484	ethoprop	Chem	Chem	Chem
C131983727	triticonazole	Chem	Chem	Chem
C1320076	c.i._acid_orange_24,_monosodium_salt	Chem	Chem	Chem
C1321740	divinylbenzene	Chem	Chem	Chem
C1323199	sodium_2,4,7-tri(propan-2-yl)naphthalene-1-sulfonate	Chem	Chem	Chem
C1323382	glyceryl_monoricinoleate	Chem	Chem	Chem
C13254347	2,6-dimethyl-2-heptanol	Chem	Chem	Chem
C132649	dibenzofuran	Chem	Chem	Chem
C132650	dibenzothiophene	Chem	Chem	Chem
C13292461	rifampicin	Chem	Chem	Chem
C13301616	c.i._disperse_orange_37	Chem	Chem	Chem
C133062	captan	Chem	Chem	Chem
C133073	folpet	Chem	Chem	Chem
C1330785	tricresyl_phosphate	Chem	Chem	Chem
C1330865	diisooctyl_adipate	Chem	Chem	Chem
C13311847	flutamide	Chem	Chem	Chem
C1333397	phenolsulfonic_acid	Chem	Chem	Chem
C1335462	ionone,_methyl-	Chem	Chem	Chem
C1338438	sorbitan,_mono-(9z)-9-octadecenoate	Chem	Chem	Chem
C133855988	epoxiconazole	Chem	Chem	Chem
C133904	chloramben	Chem	Chem	Chem
C134002601	cp-085958	Chem	Chem	Chem
C134032	sodium_l-ascorbate	Chem	Chem	Chem
C134203	methyl_2-aminobenzoate	Chem	Chem	Chem
C134316	8-hydroxyquinoline_sulfate	Chem	Chem	Chem
C134523038	atorvastatin_calcium	Chem	Chem	Chem
C134605644	butafenacil	Chem	Chem	Chem
C134623	deet	Chem	Chem	Chem
C13463417	zinc_pyrithione	Chem	Chem	Chem
C135080034	cp-100829	Chem	Chem	Chem
C135158542	acibenzolar-s-methyl	Chem	Chem	Chem
C135193	2-naphthalenol	Chem	Chem	Chem
C135206	cupferron	Chem	Chem	Chem
C135410207	acetamiprid	Chem	Chem	Chem
C136042198	fr130739	Chem	Chem	Chem
C136458	dipropyl_pyridine-2,5-dicarboxylate	Chem	Chem	Chem
C136607	butyl_benzoate	Chem	Chem	Chem
C13674845	tris(2-chloroisopropyl)phosphate	Chem	Chem	Chem
C13674878	tris(1,3-dichloro-2-propyl)phosphate	Chem	Chem	Chem
C136776	4-hexylresorcinol	Chem	Chem	Chem
C13680358	4,4'-methylenebis(2,6-diethylaniline)	Chem	Chem	Chem
C13684565	desmedipham	Chem	Chem	Chem
C13684634	phenmedipham	Chem	Chem	Chem
C137268	thiram	Chem	Chem	Chem
C137304	ziram	Chem	Chem	Chem
C137428	metam-sodium	Chem	Chem	Chem
C13755298	sodium_tetrafluoroborate	Chem	Chem	Chem
C137666	ascorbyl_palmitate	Chem	Chem	Chem
C138227	butyl_lactate	Chem	Chem	Chem
C138261413	imidacloprid	Chem	Chem	Chem
C13826352	3-phenoxybenzenemethanol	Chem	Chem	Chem
C138472012	fr900409	Chem	Chem	Chem
C138863	limonene	Chem	Chem	Chem
C139026	sodium_phenolate	Chem	Chem	Chem
C139139	nitrilotriacetic_acid	Chem	Chem	Chem
C139149556	sb202235	Chem	Chem	Chem
C139290656	volinanserin	Chem	Chem	Chem
C139340560	darbufelone_mesylate	Chem	Chem	Chem
C139402	propazine	Chem	Chem	Chem
C139877	ethyl_diethanolamine	Chem	Chem	Chem
C139888	7-ethyl-2-methyl-4-undecanolsulfate,_sodium_salt	Chem	Chem	Chem
C139968	dodecyl_sulfate_triethanolamine	Chem	Chem	Chem
C140089	tris(2-chloroethyl)_phosphite	Chem	Chem	Chem
C140103	cinnamic_acid	Chem	Chem	Chem
C140114	benzyl_acetate	Chem	Chem	Chem
C1401554	tannic_acid	Chem	Chem	Chem
C140318	1-(2-aminoethyl)piperazine	Chem	Chem	Chem
C140385	4-chlorophenylurea	Chem	Chem	Chem
C140567	fenaminosulf	Chem	Chem	Chem
C140647	pentamidine_isethionate	Chem	Chem	Chem
C140669	4-(1,1,3,3-tetramethylbutyl)phenol	Chem	Chem	Chem
C140670	estragole	Chem	Chem	Chem
C140954	dimethylolurea	Chem	Chem	Chem
C141048	diisobutyl_adipate	Chem	Chem	Chem
C141112290	isoxaflutole	Chem	Chem	Chem
C141220	9-octadecenoic_acid,_12-hydroxy-,_(9z,12r)-	Chem	Chem	Chem
C141322	butyl_acrylate	Chem	Chem	Chem
C141435	ethanolamine	Chem	Chem	Chem
C141517217	trifloxystrobin	Chem	Chem	Chem
C141662	dicrotophos	Chem	Chem	Chem
C141797	4-methylpent-3-en-2-one	Chem	Chem	Chem
C142041	aniline_hydrochloride	Chem	Chem	Chem
C142165	bis(2-ethylhexyl)_maleate	Chem	Chem	Chem
C142187	1-monolaurin	Chem	Chem	Chem
C142314	sodium_octyl_sulfate	Chem	Chem	Chem
C14233375	1,4-bis(n-isopropylamino)anthraquinone	Chem	Chem	Chem
C142459583	flufenacet	Chem	Chem	Chem
C142621	hexanoic_acid	Chem	Chem	Chem
C142870	sodium_decyl_sulfate	Chem	Chem	Chem
C143077	dodecanoic_acid	Chem	Chem	Chem
C143088	1-nonanol	Chem	Chem	Chem
C143226	2-[2-(2-butoxyethoxy)ethoxy]ethanol	Chem	Chem	Chem
C143390890	kresoxim-methyl	Chem	Chem	Chem
C1434544	pregnenolone_carbonitrile	Chem	Chem	Chem
C143500	kepone	Chem	Chem	Chem
C14351667	sodium_abietate	Chem	Chem	Chem
C14371109	(2e)-3-phenylprop-2-enal	Chem	Chem	Chem
C143748	phenol_red	Chem	Chem	Chem
C144490	fluoroacetic_acid	Chem	Chem	Chem
C144550367	iodosulfuron-methyl-sodium	Chem	Chem	Chem
C1445756	diisopropyl_methylphosphonate	Chem	Chem	Chem
C144627	oxalic_acid	Chem	Chem	Chem
C145701219	diclosulam	Chem	Chem	Chem
C145733	endothal	Chem	Chem	Chem
C145742285	cp-122721	Chem	Chem	Chem
C1459934	dimethyl_isophthalate	Chem	Chem	Chem
C146011656	fr145237	Chem	Chem	Chem
C1461229	tributyltin_chloride	Chem	Chem	Chem
C1461252	tetrabutyltin	Chem	Chem	Chem
C147240	diphenhydramine_hydrochloride	Chem	Chem	Chem
C14765301	2-sec-butylcyclohexanone	Chem	Chem	Chem
C1477550	1,3-benzenedimethanamine	Chem	Chem	Chem
C147819	arabinose	Chem	Chem	Chem
C1478611	bisphenol_af	Chem	Chem	Chem
C14816183	phoxim	Chem	Chem	Chem
C148243	8-hydroxyquinoline	Chem	Chem	Chem
C148477718	spirodiclofen	Chem	Chem	Chem
C148798	thiabendazole	Chem	Chem	Chem
C1490046	menthol	Chem	Chem	Chem
C14901076	4-(2,6,6-trimethyl-cyclohex-1-enyl)-but-3-en-2-one	Chem	Chem	Chem
C149062759	pharmagsid_47259	Chem	Chem	Chem
C149304	2-mercaptobenzothiazole	Chem	Chem	Chem
C149413741	fr150011	Chem	Chem	Chem
C149575	2-ethylhexanoic_acid	Chem	Chem	Chem
C149877418	bifenazate	Chem	Chem	Chem
C149979419	tepraloxydim	Chem	Chem	Chem
C150130	4-aminobenzoic_acid	Chem	Chem	Chem
C15046750	sodium_2-methylbenzenesulfonate	Chem	Chem	Chem
C150685	monuron	Chem	Chem	Chem
C150765	4-methoxyphenol	Chem	Chem	Chem
C150787	hydroquinone_dimethyl_ether	Chem	Chem	Chem
C151053	dimethylbenzylcarbinyl_acetate	Chem	Chem	Chem
C151213	sodium_dodecyl_sulfate	Chem	Chem	Chem
C151506444	fr140423	Chem	Chem	Chem
C15214898	2-acrylamido-2-methyl-1-propanesulfonic_acid	Chem	Chem	Chem
C15299997	napropamide	Chem	Chem	Chem
C15307796	diclofenac_sodium	Chem	Chem	Chem
C15310017	benodanil	Chem	Chem	Chem
C153233911	etoxazole	Chem	Chem	Chem
C153719234	thiamethoxam	Chem	Chem	Chem
C1541817	4-dodecylmorpholine	Chem	Chem	Chem
C154427	6-thioguanine	Chem	Chem	Chem
C15499271	4-butylchlorobenzene	Chem	Chem	Chem
C155569918	emamectin_benzoate	Chem	Chem	Chem
C1559348	3,6,9,12-tetraoxahexadecan-1-ol	Chem	Chem	Chem
C1559359	2-(2-ethylhexyloxy)ethanol	Chem	Chem	Chem
C155990208	sr271425	Chem	Chem	Chem
C156052685	zoxamide	Chem	Chem	Chem
C156105	4-nitrosodiphenylamine	Chem	Chem	Chem
C15619484	1-benzylquinolinium_chloride	Chem	Chem	Chem
C1563388	2,3-dihydro-2,2-dimethyl-7-benzofuranol	Chem	Chem	Chem
C1563662	carbofuran	Chem	Chem	Chem
C156434	4-ethoxyaniline	Chem	Chem	Chem
C156605	(e)-1,2-dichloroethylene	Chem	Chem	Chem
C1569013	1-propoxy-2-propanol	Chem	Chem	Chem
C1569024	1-ethoxy-2-propanol	Chem	Chem	Chem
C1570645	4-chloro-2-methylphenol	Chem	Chem	Chem
C15708415	ethylenediaminetetraacetic_acid_ferric_sodium_salt	Chem	Chem	Chem
C158081993	cp-105696	Chem	Chem	Chem
C1582098	trifluralin	Chem	Chem	Chem
C159138815	cariporide_mesylate	Chem	Chem	Chem
C1596845	daminozide	Chem	Chem	Chem
C15972608	alachlor	Chem	Chem	Chem
C16079882	bromo-3-chloro-5,5-dimethylhydantoin	Chem	Chem	Chem
C1610180	prometon	Chem	Chem	Chem
C161050584	methoxyfenozide	Chem	Chem	Chem
C161326347	fenamidone	Chem	Chem	Chem
C16219753	5-ethylidene-2-norbornene	Chem	Chem	Chem
C1625918	4,4'-di-tert-butylbiphenyl	Chem	Chem	Chem
C162706141	uk-156819	Chem	Chem	Chem
C1632731	fenchol	Chem	Chem	Chem
C1634782	malaoxon	Chem	Chem	Chem
C163520330	isoxadifen-ethyl	Chem	Chem	Chem
C1638228	4-butylphenol	Chem	Chem	Chem
C16423680	fd&c_red_3	Chem	Chem	Chem
C1646759	aldicarb_oxime	Chem	Chem	Chem
C1646873	aldicarb_sulfoxide	Chem	Chem	Chem
C1646884	aldoxycarb	Chem	Chem	Chem
C165252700	dinotefuran	Chem	Chem	Chem
C16587716	4-(tert-pentyl)-cyclohexanone	Chem	Chem	Chem
C166412788	diisononyl_cyclohexane-1,2-dicarboxylate	Chem	Chem	Chem
C16672870	ethephon	Chem	Chem	Chem
C1671756	heptanophenone	Chem	Chem	Chem
C16752775	methomyl	Chem	Chem	Chem
C1675543	bisphenol_a_diglycidyl_ether	Chem	Chem	Chem
C16893859	sodium_hexafluorosilicate	Chem	Chem	Chem
C1689845	bromoxynil	Chem	Chem	Chem
C169590425	celecoxib	Chem	Chem	Chem
C1698608	chloridazon	Chem	Chem	Chem
C1702176	clopyralid	Chem	Chem	Chem
C171866312	cp-283097	Chem	Chem	Chem
C1724396	cyclododecanol	Chem	Chem	Chem
C173584446	indoxacarb	Chem	Chem	Chem
C17372871	eosin	Chem	Chem	Chem
C174185161	fr167356	Chem	Chem	Chem
C1742149	1,1-bis(3,4-dimethylphenyl)ethane	Chem	Chem	Chem
C17465860	gamma-cyclodextrin	Chem	Chem	Chem
C175013180	pyraclostrobin	Chem	Chem	Chem
C1760243	n-[3-(trimethoxysilyl)propyl]ethane-1,2-diamine	Chem	Chem	Chem
C1762954	thiocyanic_acid,_ammonium_salt	Chem	Chem	Chem
C1763231	pfos	Chem	Chem	Chem
C17696627	phenylparaben	Chem	Chem	Chem
C177785476	pharmagsid_47261	Chem	Chem	Chem
C17796826	n-(cyclohexylthio)phthalimide	Chem	Chem	Chem
C17804352	benomyl	Chem	Chem	Chem
C17924924	zearalenone	Chem	Chem	Chem
C179465715	cj-013790	Chem	Chem	Chem
C180084019	sb236057a	Chem	Chem	Chem
C1806264	4-octylphenol	Chem	Chem	Chem
C181274157	propoxycarbazone-sodium	Chem	Chem	Chem
C181274179	flucarbazone-sodium	Chem	Chem	Chem
C181640095	sr144190	Chem	Chem	Chem
C18172673	(-)-beta-pinene	Chem	Chem	Chem
C1825214	pentachloroanisole	Chem	Chem	Chem
C1836755	nitrofen	Chem	Chem	Chem
C1843056	octabenzone	Chem	Chem	Chem
C184653847	carabersat	Chem	Chem	Chem
C1861321	chlorthal-dimethyl	Chem	Chem	Chem
C1861401	benfluralin	Chem	Chem	Chem
C186392654	ingliforib	Chem	Chem	Chem
C1873887	1,1,1,3,5,5,5-heptamethyltrisiloxane	Chem	Chem	Chem
C188425856	boscalid	Chem	Chem	Chem
C188489078	flufenpyr-ethyl	Chem	Chem	Chem
C189003927	trelanserin	Chem	Chem	Chem
C18924668	2,2'-(tetradecylimino)diethanol	Chem	Chem	Chem
C1897456	chlorothalonil	Chem	Chem	Chem
C18979550	4-(hexyloxy)phenol	Chem	Chem	Chem
C19044883	oryzalin	Chem	Chem	Chem
C1907659	n-butyl-p-toluenesulfonamide	Chem	Chem	Chem
C1912249	atrazine	Chem	Chem	Chem
C1918009	dicamba	Chem	Chem	Chem
C1918021	picloram	Chem	Chem	Chem
C1918167	propachlor	Chem	Chem	Chem
C1929733	2,4-d-butotyl	Chem	Chem	Chem
C1929777	vernolate	Chem	Chem	Chem
C1929824	nitrapyrin	Chem	Chem	Chem
C1934210	fd&c_yellow_5	Chem	Chem	Chem
C1936158	c.i._acid_orange_10	Chem	Chem	Chem
C194098254	cp-409092	Chem	Chem	Chem
C1948330	tert-butylhydroquinone	Chem	Chem	Chem
C19666309	oxadiazon	Chem	Chem	Chem
C196808454	farglitazar	Chem	Chem	Chem
C197077557	uk-333747	Chem	Chem	Chem
C19774824	amiodarone_hydrochloride	Chem	Chem	Chem
C19780111	(2-dodecenyl)succinic_anhydride	Chem	Chem	Chem
C1987504	4-heptylphenol	Chem	Chem	Chem
C199119589	trifloxysulfuron-sodium	Chem	Chem	Chem
C199171885	cp-401387	Chem	Chem	Chem
C199584388	1-methoxy-4-tert-pentylcyclohexane	Chem	Chem	Chem
C2008415	butylate	Chem	Chem	Chem
C200940234	sb243213a	Chem	Chem	Chem
C2016571	1-decanamine	Chem	Chem	Chem
C20265978	4-methoxyaniline_hydrochloride	Chem	Chem	Chem
C2031676	triethoxymethylsilane	Chem	Chem	Chem
C20325400	3,3'-dimethoxybenzidine_dihydrochloride	Chem	Chem	Chem
C203942498	uk-337312	Chem	Chem	Chem
C2043574	1h,1h,2h,2h-perfluorooctyl_iodide	Chem	Chem	Chem
C2044646	n,n-dimethylacetoacetamide	Chem	Chem	Chem
C2058460	oxytetracycline_hydrochloride	Chem	Chem	Chem
C2058948	perfluoroundecanoic_acid	Chem	Chem	Chem
C205992	benzo(b)fluoranthene	Chem	Chem	Chem
C206440	fluoranthene	Chem	Chem	Chem
C207736058	ci-1029	Chem	Chem	Chem
C20780487	3,7-dimethyloctan-3-yl_acetate	Chem	Chem	Chem
C2078548	propofol	Chem	Chem	Chem
C20830755	digoxin	Chem	Chem	Chem
C208968	acenaphthylene	Chem	Chem	Chem
C2104645	epn	Chem	Chem	Chem
C210631688	topramezone	Chem	Chem	Chem
C210826407	cp-456773	Chem	Chem	Chem
C21087649	metribuzin	Chem	Chem	Chem
C210880925	clothianidin	Chem	Chem	Chem
C2110181	2-(3-phenylpropyl)pyridine	Chem	Chem	Chem
C21145777	6-acetyl-1,1,2,4,4,7-hexamethyltetralin	Chem	Chem	Chem
C2122705	ethyl_1-naphthaleneacetate	Chem	Chem	Chem
C21245023	2-ethylhexyl_4-(dimethylamino)benzoate	Chem	Chem	Chem
C2144538	tridecafluorohexylethyl_methacrylate	Chem	Chem	Chem
C214535770	cp-457677	Chem	Chem	Chem
C215297271	uk-343664	Chem	Chem	Chem
C2155706	tributyltin_methacrylate	Chem	Chem	Chem
C21564170	2-(thiocyanomethylthio)benzothiazole	Chem	Chem	Chem
C2164172	fluometuron	Chem	Chem	Chem
C21662099	(4z)-4-decenal	Chem	Chem	Chem
C21725462	cyanazine	Chem	Chem	Chem
C2176627	pentachloropyridine	Chem	Chem	Chem
C219714962	penoxsulam	Chem	Chem	Chem
C219790724	sb281832	Chem	Chem	Chem
C22047490	2-ethylhexyl_octadecanoate	Chem	Chem	Chem
C220860504	cp-457920	Chem	Chem	Chem
C221246124	fandosentan_potassium_salt	Chem	Chem	Chem
C2212671	molinate	Chem	Chem	Chem
C221671621	sr146131	Chem	Chem	Chem
C22224926	fenamiphos	Chem	Chem	Chem
C22248799	z-tetrachlorvinphos	Chem	Chem	Chem
C22260511	bromocriptine_mesylate	Chem	Chem	Chem
C2231574	thiocarbazide	Chem	Chem	Chem
C2243621	1,5-naphthalenediamine	Chem	Chem	Chem
C2244215	potassium_dichloroisocyanurate	Chem	Chem	Chem
C22781233	bendiocarb	Chem	Chem	Chem
C22839470	aspartame	Chem	Chem	Chem
C22915737	hexane-1,6-diyl_dibenzoate	Chem	Chem	Chem
C23031369	prallethrin	Chem	Chem	Chem
C2303175	tri-allate	Chem	Chem	Chem
C23089261	levomenol	Chem	Chem	Chem
C230954093	cp-544439	Chem	Chem	Chem
C2310170	phosalone	Chem	Chem	Chem
C23103982	pirimicarb	Chem	Chem	Chem
C2312358	propargite	Chem	Chem	Chem
C23135220	oxamyl	Chem	Chem	Chem
C23184669	butachlor	Chem	Chem	Chem
C2321075	fluorescein	Chem	Chem	Chem
C23386529	dicyclohexyl_sodium_sulfosuccinate	Chem	Chem	Chem
C23422539	formetanate_hydrochloride	Chem	Chem	Chem
C2353459	fd&c_green_no._3	Chem	Chem	Chem
C23564058	thiophanate-methyl	Chem	Chem	Chem
C23564069	thiophanate	Chem	Chem	Chem
C23593751	clotrimazole	Chem	Chem	Chem
C23779320	1-[3-(triethoxysilyl)propyl]urea	Chem	Chem	Chem
C2385855	mirex	Chem	Chem	Chem
C2386870	ut-632	Chem	Chem	Chem
C2390605	basic_blue_7	Chem	Chem	Chem
C2392394	dexamethasone_sodium_phosphate	Chem	Chem	Chem
C23950585	propyzamide	Chem	Chem	Chem
C2396681	4-tert-butylbenzenethiol	Chem	Chem	Chem
C2409554	2-tert-butyl-4-methylphenol	Chem	Chem	Chem
C24157811	2,6-diisopropylnaphthalene	Chem	Chem	Chem
C24169026	econazole_nitrate	Chem	Chem	Chem
C2416946	2,3,6-trimethylphenol	Chem	Chem	Chem
C2425061	captafol	Chem	Chem	Chem
C2425776	2-hexyl-1-decanol	Chem	Chem	Chem
C2426086	butyl_glycidyl_ether	Chem	Chem	Chem
C24307264	mepiquat_chloride	Chem	Chem	Chem
C2432873	dioctyl_succinate	Chem	Chem	Chem
C2433149	4-cyclohexylcyclohexanol	Chem	Chem	Chem
C2440224	2-(2h-benzotriazol-2-yl)-4-methylphenol	Chem	Chem	Chem
C2445774	2-methylbutyl_isovalerate	Chem	Chem	Chem
C2451629	triglycidyl_isocyanurate	Chem	Chem	Chem
C24549062	2-ethyl-6-methylaniline	Chem	Chem	Chem
C2457014	barium_bis(2-ethylhexanoate)	Chem	Chem	Chem
C24602866	tridemorph	Chem	Chem	Chem
C2465272	auramine_hydrochloride	Chem	Chem	Chem
C2467029	bisphenol_f	Chem	Chem	Chem
C24800440	tripropylene_glycol	Chem	Chem	Chem
C24851987	methyl_dihydrojasmonate	Chem	Chem	Chem
C2491385	2-bromo-4-hydroxyacetophenone	Chem	Chem	Chem
C2492264	sodium_2-mercaptobenzothiolate	Chem	Chem	Chem
C249296433	cj-013610	Chem	Chem	Chem
C25057890	bentazone	Chem	Chem	Chem
C25155184	methylbenzethonium_chloride	Chem	Chem	Chem
C25155300	sodium_dodecylbenzenesulfonate	Chem	Chem	Chem
C25168052	chlorotoluene	Chem	Chem	Chem
C25265718	dipropylene_glycol	Chem	Chem	Chem
C2528167	monobenzyl_phthalate	Chem	Chem	Chem
C25322694	polypropylene_glycol	Chem	Chem	Chem
C253450098	besonprodil	Chem	Chem	Chem
C25360105	tert-nonanethiol	Chem	Chem	Chem
C25496724	glyceryl_monooleate	Chem	Chem	Chem
C25498491	tripropylene_glycol_monomethyl_ether	Chem	Chem	Chem
C2550405	dicyclohexyl_disulfide	Chem	Chem	Chem
C2554065	1,3,5,7-tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane	Chem	Chem	Chem
C25550985	diisodecylphenyl_phosphite	Chem	Chem	Chem
C25606411	propamocarb_hydrochloride	Chem	Chem	Chem
C25638179	butylnaphthalenesulfonic_acid_sodium_salt	Chem	Chem	Chem
C25812300	gemfibrozil	Chem	Chem	Chem
C2593159	etridiazole	Chem	Chem	Chem
C25956176	allura_red_c.i.16035	Chem	Chem	Chem
C26002802	phenothrin	Chem	Chem	Chem
C26027383	polyoxyethylene(10)nonylphenyl_ether	Chem	Chem	Chem
C26040517	bis(2-ethylhexyl)_tetrabromophthalate	Chem	Chem	Chem
C2605790	n,n-dimethyldecylamine_oxide	Chem	Chem	Chem
C2610119	c.i._direct_red_81_disodium_salt	Chem	Chem	Chem
C26172554	5-chloro-2-methyl-3(2h)-isothiazolone	Chem	Chem	Chem
C261947380	cp-532623	Chem	Chem	Chem
C26225796	ethofumesate	Chem	Chem	Chem
C262376750	hmr1426	Chem	Chem	Chem
C26264062	calcium_dodecylbenzene_sulfonate	Chem	Chem	Chem
C2627954	1,3-divinyl-1,1,3,3-tetramethyl_disiloxane	Chem	Chem	Chem
C2634335	1,2-benzisothiazolin-3-one	Chem	Chem	Chem
C263553339	gw473178e_methyl_benzene_sulphonic_acid	Chem	Chem	Chem
C26402266	glyceryl_monooctanoate	Chem	Chem	Chem
C26447109	ammonium_xylene_sulfonate	Chem	Chem	Chem
C264618442	ssr146977	Chem	Chem	Chem
C26530201	octhilinone	Chem	Chem	Chem
C26628228	sodium_azide	Chem	Chem	Chem
C26644462	triforine	Chem	Chem	Chem
C2675776	chloroneb	Chem	Chem	Chem
C2687254	2,3-diaminotoluene	Chem	Chem	Chem
C2687947	n-octyl-2-pyrrolidone	Chem	Chem	Chem
C2687969	1-dodecyl-2-pyrrolidinone	Chem	Chem	Chem
C26896208	neodecanoic_acid	Chem	Chem	Chem
C2694544	triprop-2-en-1-yl_benzene-1,2,4-tricarboxylate	Chem	Chem	Chem
C2696846	4-propylaniline	Chem	Chem	Chem
C2702729	2,4-d_sodium_salt	Chem	Chem	Chem
C27090637	n,n,n',n'-tetrabutyl-1,6-hexanediamine	Chem	Chem	Chem
C27138314	di(propylene_glycol)_dibenzoate	Chem	Chem	Chem
C27176870	dodecylbenzenesulfonic_acid	Chem	Chem	Chem
C27178161	diisodecyl_hexanedioate	Chem	Chem	Chem
C271896	2,3-benzofuran	Chem	Chem	Chem
C27193868	dodecylphenol	Chem	Chem	Chem
C27253334	calcium_neodecanoate	Chem	Chem	Chem
C27306781	silwet_l77	Chem	Chem	Chem
C27314132	norflurazon	Chem	Chem	Chem
C27323417	dodecylbenzene_sulfonate_triethanolamine_(1:1)	Chem	Chem	Chem
C27344418	disodium_4,4'-bis(2-sulfostyryl)biphenyl	Chem	Chem	Chem
C2756561	isobornyl_propanoate	Chem	Chem	Chem
C2761242	triethoxypentylsilane	Chem	Chem	Chem
C2772454	2,4-bis(1-methyl-1-phenylethyl)phenol	Chem	Chem	Chem
C2782572	troclosene	Chem	Chem	Chem
C2783940	fd&c_yellow_6	Chem	Chem	Chem
C2795393	pfos-k	Chem	Chem	Chem
C27955948	4,4',4"-ethane-1,1,1-triyltriphenol	Chem	Chem	Chem
C2807309	2-propoxyethanol	Chem	Chem	Chem
C28159980	cybutryne	Chem	Chem	Chem
C28249776	thiobencarb	Chem	Chem	Chem
C283594901	spiromesifen	Chem	Chem	Chem
C2835952	5-amino-2-methylphenol	Chem	Chem	Chem
C28434006	s-bioallethrin	Chem	Chem	Chem
C28631665	c.i._acid_blue_22	Chem	Chem	Chem
C2870328	c.i._direct_yellow_12	Chem	Chem	Chem
C28804888	dimethylnaphthalene	Chem	Chem	Chem
C288104790	surinabant	Chem	Chem	Chem
C288324	imidazole	Chem	Chem	Chem
C288880	1h-1,2,4-triazole	Chem	Chem	Chem
C2893789	sodium_dichloroisocyanurate	Chem	Chem	Chem
C289716945	cp-607366	Chem	Chem	Chem
C290352282	cp-634384	Chem	Chem	Chem
C29091212	prodiamine	Chem	Chem	Chem
C29122687	atenolol	Chem	Chem	Chem
C291305061	uk-373911	Chem	Chem	Chem
C2917739	dibutyl_nonanedioate	Chem	Chem	Chem
C2919666	melengestrol_acetate	Chem	Chem	Chem
C2921882	chlorpyrifos	Chem	Chem	Chem
C29232937	pirimiphos-methyl	Chem	Chem	Chem
C2934056	2,4-diisopropylphenol	Chem	Chem	Chem
C29385431	tolyltriazole	Chem	Chem	Chem
C29387868	propylene_glycol_monobutyl_ether	Chem	Chem	Chem
C29420493	pfbs-k	Chem	Chem	Chem
C2943751	triethoxyoctylsilane	Chem	Chem	Chem
C29590429	isooctyl_acrylate	Chem	Chem	Chem
C2971360	2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane	Chem	Chem	Chem
C298000	methyl_parathion	Chem	Chem	Chem
C298022	phorate	Chem	Chem	Chem
C298044	disulfoton	Chem	Chem	Chem
C298077	bis(2-ethylhexyl)_phosphate	Chem	Chem	Chem
C298198524	ssr180711	Chem	Chem	Chem
C29836268	octyl_beta-d-glucopyranoside	Chem	Chem	Chem
C298464	carbamazepine	Chem	Chem	Chem
C2996921	trimethoxyphenylsilane	Chem	Chem	Chem
C300765	naled	Chem	Chem	Chem
C3025307	ethyl_(2e,4z)-deca-2,4-dienoate	Chem	Chem	Chem
C3026639	sodium_tridecyl_sulfate	Chem	Chem	Chem
C302794	trans-retinoic_acid	Chem	Chem	Chem
C3033770	n,n,n-trimethyl(oxiran-2-yl)methanaminium_chloride	Chem	Chem	Chem
C30399849	isooctadecanoic_acid	Chem	Chem	Chem
