V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
R-RNO-427652	Sodium-coupled phosphate cotransporters	PT.s.	prothrombin time	Single	pheno2reactome	0.00177935943060498	0.0526289409052178	NA	NA	NA	NA	NA	NA	A70
LDH.IU.L.	lactate dehydrogenase	PT.s.	prothrombin time	Single	pheno2pheno	0.0186832740213523	NA	NA	NA	NA	NA	NA	NA	A16366
buthionine_sulfoximine	buthionine_sulfoximine	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_buthionine_sulfoximine_Control_6hr_Single	Control	6 hr	Decrease	A8159
ethambutol	ethambutol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethambutol_Middle_15day_Repeat	Middle	15 day	Increase	A9257
Proliferation..Kupffer.cell	Proliferation, Kupffer cell	PT.s.	prothrombin time	Single	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A15708
butylated_hydroxyanisole	butylated_hydroxyanisole	PT.s.	prothrombin time	Single	pheno2chem	NA	NA	NA	NA	Liver_butylated_hydroxyanisole_Control_3hr_Single	Control	3 hr	Decrease	A8179
ciprofloxacin	ciprofloxacin	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ciprofloxacin_Low_29day_Repeat	Low	29 day	Decrease	A8477
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	PT.s.	prothrombin time	Repeat	pheno2reactome	0.00711743772241993	0.183257596496031	NA	NA	NA	NA	NA	NA	A1651
imipramine	imipramine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_imipramine_High_15day_Repeat	High	15 day	Increase	A9975
ethambutol	ethambutol	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethambutol_High_8day_Repeat	High	8 day	Increase	A9251
captopril	captopril	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_captopril_Middle_4day_Repeat	Middle	4 day	Decrease	A8251
azathioprine	azathioprine	PT.s.	prothrombin time	Repeat	pheno2chem	NA	NA	NA	NA	Liver_azathioprine_Control_29day_Repeat	Control	29 day	Increase	A7942
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_Middle_8day_Repeat	Middle	8 day	NA	A2271
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_High_4day_Repeat	High	4 day	NA	A2255
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_Middle_29day_Repeat	Middle	29 day	NA	A2267
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_Middle_4day_Repeat	Middle	4 day	NA	A2269
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_High_8day_Repeat	High	8 day	NA	A2261
R-RNO-1169408	ISG15 antiviral mechanism	Pyknosis	Pyknosis	Repeat	pheno2reactome	0.00355871886120996	1.3202846975089	NA	NA	NA	NA	NA	NA	A1477
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_Middle_15day_Repeat	Middle	15 day	NA	A2264
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_High_15day_Repeat	High	15 day	NA	A2248
acetamide	acetamide	Pyknosis	Pyknosis	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_High_29day_Repeat	High	29 day	NA	A2251
cytotoxicity	cytotoxicity	Pyknosis	Pyknosis	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17378
BSK_CASM3C_IL6_down	BSK_CASM3C_IL6_down	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	P05231	NA	NA	NA	NA	A17432
ATG_STAT3_CIS_up	ATG_STAT3_CIS_up	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	P40763	NA	NA	NA	NA	A17429
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17426
R-RNO-2586552	Signaling by Leptin	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A12547
diclofenac	diclofenac	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2chem	NA	NA	0.0299594963973451	P52631	Liver_diclofenac_Middle_9hr_Single	Middle	9 hr	NA	A5122
NVS_ENZ_hJak2	NVS_ENZ_hJak2	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	O60674	NA	NA	NA	NA	A17431
NVS_ENZ_hJak2_Activator	NVS_ENZ_hJak2_Activator	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	O60674	NA	NA	NA	NA	A17428
dexamethasone	dexamethasone	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2chem	NA	NA	0.002002536122286	F1M9D6 Q6P6Q7	Liver_dexamethasone_Low_24hr_Single	Low	24 hr	NA	A5083
naproxen	naproxen	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2chem	NA	NA	0.0300564155820665	P52631	Liver_naproxen_High_6hr_Single	High	6 hr	NA	A6467
indomethacin	indomethacin	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2chem	NA	NA	0.0424133364623665	P52631	Liver_indomethacin_High_6hr_Single	High	6 hr	NA	A5961
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17427
BSK_CASM3C_IL6_up	BSK_CASM3C_IL6_up	R-RNO-1059683	Interleukin-6 signaling	NA	TCHum2ReactRat	NA	NA	NA	P05231	NA	NA	NA	NA	A17430
carbon_tetrachloride	carbon_tetrachloride	R-RNO-1059683	Interleukin-6 signaling	Repeat	reactome2chem	NA	NA	0.00640262177541525	F1M9D6 Q6P6Q7	Liver_carbon_tetrachloride_Middle_4day_Repeat	Middle	4 day	NA	A4456
LPS	LPS	R-RNO-1059683	Interleukin-6 signaling	Single	reactome2chem	NA	NA	0	F1M9D6 P20607 P52631 Q62689 Q6P6Q7	Liver_LPS_Middle_6hr_Single	Middle	6 hr	NA	A6104
NVS_ENZ_hPI3Ka	NVS_ENZ_hPI3Ka	R-RNO-109704	PI3K Cascade	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A17435
NVS_ENZ_hPI3Ka_Activator	NVS_ENZ_hPI3Ka_Activator	R-RNO-109704	PI3K Cascade	NA	TCHum2ReactRat	NA	NA	NA	P42336	NA	NA	NA	NA	A17434
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	R-RNO-109704	PI3K Cascade	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17433
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	R-RNO-109704	PI3K Cascade	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17436
NVS_ENZ_hJak2_Activator	NVS_ENZ_hJak2_Activator	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	O60674	NA	NA	NA	NA	A17437
NVS_ENZ_hJak2	NVS_ENZ_hJak2	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	O60674	NA	NA	NA	NA	A17444
NVS_ENZ_hMAPK3_Activator	NVS_ENZ_hMAPK3_Activator	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	P27361	NA	NA	NA	NA	A17441
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17442
NVS_ENZ_hMAPK3	NVS_ENZ_hMAPK3	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	P27361	NA	NA	NA	NA	A17440
BSK_CASM3C_IL6_down	BSK_CASM3C_IL6_down	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	P05231	NA	NA	NA	NA	A17438
BSK_CASM3C_IL6_up	BSK_CASM3C_IL6_up	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	P05231	NA	NA	NA	NA	A17439
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	R-RNO-110056	MAPK3 (ERK1) activation	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A17443
NVS_ENZ_hAKT1_Activator	NVS_ENZ_hAKT1_Activator	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P31749	NA	NA	NA	NA	A17449
NVS_ENZ_hAKT2_Activator	NVS_ENZ_hAKT2_Activator	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P31751	NA	NA	NA	NA	A17446
bortezomib	bortezomib	R-RNO-111447	Activation of BAD and translocation to mitochondria	Single	reactome2chem	NA	NA	0	P35213 P63100 P63102 P68255 P68511	Liver_bortezomib_High_24hr_Single	High	24 hr	NA	A4071
NVS_ENZ_hAKT3_Activator	NVS_ENZ_hAKT3_Activator	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	Q9Y243	NA	NA	NA	NA	A17447
NVS_ENZ_hAKT2	NVS_ENZ_hAKT2	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P31751	NA	NA	NA	NA	A17445
NVS_ENZ_hAKT1	NVS_ENZ_hAKT1	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P31749	NA	NA	NA	NA	A17450
NVS_ENZ_hAKT3	NVS_ENZ_hAKT3	R-RNO-111447	Activation of BAD and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	Q9Y243	NA	NA	NA	NA	A17448
APR_HepG2_p53Act_72h_dn	APR_HepG2_p53Act_72h_dn	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17454
Tox21_p53_BLA_p4_ratio	Tox21_p53_BLA_p4_ratio	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17463
Tox21_p53_BLA_p3_ratio	Tox21_p53_BLA_p3_ratio	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17457
APR_HepG2_p53Act_1h_dn	APR_HepG2_p53Act_1h_dn	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17460
APR_HepG2_p53Act_24h_dn	APR_HepG2_p53Act_24h_dn	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17452
Tox21_p53_BLA_p2_ratio	Tox21_p53_BLA_p2_ratio	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17451
ATG_p53_CIS_up	ATG_p53_CIS_up	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17459
APR_HepG2_p53Act_72h_up	APR_HepG2_p53Act_72h_up	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17456
Tox21_p53_BLA_p1_ratio	Tox21_p53_BLA_p1_ratio	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17455
ATG_E2F_CIS_up	ATG_E2F_CIS_up	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	Q01094	NA	NA	NA	NA	A17462
Tox21_p53_BLA_p5_ratio	Tox21_p53_BLA_p5_ratio	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17458
APR_HepG2_p53Act_24h_up	APR_HepG2_p53Act_24h_up	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17453
APR_HepG2_p53Act_1h_up	APR_HepG2_p53Act_1h_up	R-RNO-111448	Activation of NOXA and translocation to mitochondria	NA	TCHum2ReactRat	NA	NA	NA	P04637	NA	NA	NA	NA	A17461
N-nitrosomorpholine	N-nitrosomorpholine	R-RNO-111459	Activation of caspases through apoptosome-mediated cleavage	Single	reactome2chem	NA	NA	0	P55213 P62898	Liver_Nnitrosomorpholine_High_24hr_Single	High	24 hr	NA	A6671
NVS_ENZ_hCASP3	NVS_ENZ_hCASP3	R-RNO-111459	Activation of caspases through apoptosome-mediated cleavage	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A17465
NVS_ENZ_hCASP3_Activator	NVS_ENZ_hCASP3_Activator	R-RNO-111459	Activation of caspases through apoptosome-mediated cleavage	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A17464
NVS_ENZ_hROCK1	NVS_ENZ_hROCK1	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A17467
NVS_ENZ_hCASP8_Activator	NVS_ENZ_hCASP8_Activator	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	Q14790	NA	NA	NA	NA	A17470
NVS_ENZ_hROCK1_Activator	NVS_ENZ_hROCK1_Activator	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	Q13464	NA	NA	NA	NA	A17468
NVS_ENZ_hCASP3_Activator	NVS_ENZ_hCASP3_Activator	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A17471
NVS_ENZ_hCASP8	NVS_ENZ_hCASP8	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	Q14790	NA	NA	NA	NA	A17469
NVS_ENZ_hCASP3	NVS_ENZ_hCASP3	R-RNO-111465	Apoptotic cleavage of cellular proteins	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A17466
NVS_GPCR_hOpiate_mu	NVS_GPCR_hOpiate_mu	R-RNO-111885	Opioid Signalling	NA	TCHum2ReactRat	NA	NA	NA	P35372	NA	NA	NA	NA	A17472
NVS_ENZ_hPKA	NVS_ENZ_hPKA	R-RNO-111931	PKA-mediated phosphorylation of CREB	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A17473
NVS_ENZ_hPKA_Activator	NVS_ENZ_hPKA_Activator	R-RNO-111931	PKA-mediated phosphorylation of CREB	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A17474
NVS_ENZ_hMAPK1_Activator	NVS_ENZ_hMAPK1_Activator	R-RNO-111995	phospho-PLA2 pathway	NA	TCHum2ReactRat	NA	NA	NA	P28482	NA	NA	NA	NA	A17475
NVS_ENZ_hMAPK1	NVS_ENZ_hMAPK1	R-RNO-111995	phospho-PLA2 pathway	NA	TCHum2ReactRat	NA	NA	NA	P28482	NA	NA	NA	NA	A17476
NVS_ENZ_hAChE	NVS_ENZ_hAChE	R-RNO-112311	Neurotransmitter Clearance In The Synaptic Cleft	NA	TCHum2ReactRat	NA	NA	NA	P22303	NA	NA	NA	NA	A17478
NVS_ENZ_hES	NVS_ENZ_hES	R-RNO-112311	Neurotransmitter Clearance In The Synaptic Cleft	NA	TCHum2ReactRat	NA	NA	NA	P06276	NA	NA	NA	NA	A17479
NVS_ENZ_hAChE_Activator	NVS_ENZ_hAChE_Activator	R-RNO-112311	Neurotransmitter Clearance In The Synaptic Cleft	NA	TCHum2ReactRat	NA	NA	NA	P22303	NA	NA	NA	NA	A17477
NVS_ENZ_hES_Activator	NVS_ENZ_hES_Activator	R-RNO-112311	Neurotransmitter Clearance In The Synaptic Cleft	NA	TCHum2ReactRat	NA	NA	NA	P06276	NA	NA	NA	NA	A17480
diethyl_maleate	diethyl_maleate	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_diethyl_maleate_High_3hr_Single	High	3 hr	NA	A5125
phenytoin	phenytoin	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0.0175342404218903	Q64346	Liver_phenytoin_High_4day_Repeat	High	4 day	NA	A6837
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_Middle_9hr_Single	Middle	9 hr	NA	A4942
chlorpromazine	chlorpromazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_chlorpromazine_Middle_6hr_Single	Middle	6 hr	NA	A4597
R-RNO-73728	RNA Polymerase I Promoter Opening	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A14542
fluphenazine	fluphenazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_fluphenazine_High_3hr_Single	High	3 hr	NA	A5584
promethazine	promethazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0	Q64346	Liver_promethazine_High_29day_Repeat	High	29 day	NA	A6916
chlorpromazine	chlorpromazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_chlorpromazine_Low_6hr_Single	Low	6 hr	NA	A4589
thioacetamide	thioacetamide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00301068506155425	Q64346	Liver_thioacetamide_High_3hr_Single	High	3 hr	NA	A7199
aflatoxin_B1	aflatoxin_B1	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_aflatoxin_B1_High_24hr_Single	High	24 hr	NA	A3776
triazolam	triazolam	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0.00779794944612317	Q64346	Liver_triazolam_Middle_8day_Repeat	Middle	8 day	NA	A7318
R-RNO-5334118	DNA methylation	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A15185
promethazine	promethazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_promethazine_High_6hr_Single	High	6 hr	NA	A6919
bromobenzene	bromobenzene	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00763312415964551	Q64346	Liver_bromobenzene_Low_24hr_Single	Low	24 hr	NA	A4299
R-RNO-5334118	DNA methylation	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A14377
promethazine	promethazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00497366542028018	Q64346	Liver_promethazine_Low_6hr_Single	Low	6 hr	NA	A6926
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_High_9hr_Single	High	9 hr	NA	A4823
phenacetin	phenacetin	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_phenacetin_High_6hr_Single	High	6 hr	NA	A6753
phenytoin	phenytoin	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0	Q64346	Liver_phenytoin_Middle_4day_Repeat	Middle	4 day	NA	A6855
R-RNO-380108	Chemokine receptors bind chemokines	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A14435
NVS_ENZ_hMAPK3	NVS_ENZ_hMAPK3	R-RNO-112409	RAF-independent MAPK1/3 activation	NA	TCHum2ReactRat	NA	NA	NA	P27361	NA	NA	NA	NA	A17484
desmopressin_acetate	desmopressin_acetate	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0	Q64346	Liver_desmopressin_acetate_High_8day_Repeat	High	8 day	NA	A5070
R-RNO-912446	Meiotic recombination	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12065
R-RNO-380108	Chemokine receptors bind chemokines	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A15245
NVS_ENZ_hMAPK3_Activator	NVS_ENZ_hMAPK3_Activator	R-RNO-112409	RAF-independent MAPK1/3 activation	NA	TCHum2ReactRat	NA	NA	NA	P27361	NA	NA	NA	NA	A17483
R-RNO-73728	RNA Polymerase I Promoter Opening	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A15353
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_Middle_3hr_Single	Middle	3 hr	NA	A4897
galactosamine	galactosamine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	P63086 Q64346	Liver_galactosamine_Middle_24hr_Single	Middle	24 hr	NA	A5743
propylthiouracil	propylthiouracil	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00900622448483958	Q64346	Liver_propylthiouracil_High_9hr_Single	High	9 hr	NA	A6957
isoniazid	isoniazid	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_isoniazid_High_3hr_Single	High	3 hr	NA	A5989
promethazine	promethazine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.0419256663989971	Q64346	Liver_promethazine_Middle_6hr_Single	Middle	6 hr	NA	A6933
galactosamine	galactosamine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_galactosamine_High_3hr_Single	High	3 hr	NA	A5711
bromoethylamine	bromoethylamine	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_bromoethylamine_High_3hr_Single	High	3 hr	NA	A4321
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A15138
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A15334
glibenclamide	glibenclamide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.017672450834011	Q64346	Liver_glibenclamide_Low_6hr_Single	Low	6 hr	NA	A5826
coumarin	coumarin	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0.00580909831686111	Q64346	Liver_coumarin_Middle_8day_Repeat	Middle	8 day	NA	A4751
R-RNO-212300	PRC2 methylates histones and DNA	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A14256
R-RNO-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A14523
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_High_3hr_Single	High	3 hr	NA	A4779
gentamicin	gentamicin	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00340403176025956	Q64346	Liver_gentamicin_High_6hr_Single	High	6 hr	NA	A5797
ajmaline	ajmaline	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_ajmaline_Low_6hr_Single	Low	6 hr	NA	A3809
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_Middle_6hr_Single	Middle	6 hr	NA	A4919
NVS_ENZ_hMAPK1	NVS_ENZ_hMAPK1	R-RNO-112409	RAF-independent MAPK1/3 activation	NA	TCHum2ReactRat	NA	NA	NA	P28482	NA	NA	NA	NA	A17481
R-RNO-2559580	Oxidative Stress Induced Senescence	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A14134
ajmaline	ajmaline	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00421494091457356	Q64346	Liver_ajmaline_Middle_6hr_Single	Middle	6 hr	NA	A3811
azathioprine	azathioprine	R-RNO-112409	RAF-independent MAPK1/3 activation	Repeat	reactome2chem	NA	NA	0	Q64346	Liver_azathioprine_High_29day_Repeat	High	29 day	NA	A3926
R-RNO-450341	Activation of the AP-1 family of transcription factors	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A14184
cycloheximide	cycloheximide	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	Q64346	Liver_cycloheximide_High_6hr_Single	High	6 hr	NA	A4804
allyl_alcohol	allyl_alcohol	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0.00557420239970398	Q64346	Liver_allyl_alcohol_High_6hr_Single	High	6 hr	NA	A3849
bortezomib	bortezomib	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2chem	NA	NA	0	P63086 Q64346	Liver_bortezomib_High_9hr_Single	High	9 hr	NA	A4130
R-RNO-427413	NoRC negatively regulates rRNA expression	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A12576
R-RNO-427359	SIRT1 negatively regulates rRNA Expression	R-RNO-112409	RAF-independent MAPK1/3 activation	Single	reactome2reactome	0.00711743772241993	NA	NA	NA	NA	NA	NA	NA	A14330
