treatment	chems	SIN_REP_TYPE	SACRI_PERIOD	DOSE_LEVEL	Out	Change
Liver_LPS_Low_6hr_Single	LPS	Single	6 hr	Low	Neu...	Increase
Liver_LPS_Low_6hr_Single	LPS	Single	6 hr	Low	Lym...	Decrease
Liver_LPS_Low_9hr_Single	LPS	Single	9 hr	Low	Fbg.mg.dL.	Increase
Liver_LPS_Middle_24hr_Single	LPS	Single	24 hr	Middle	Fbg.mg.dL.	Increase
Liver_LPS_Middle_24hr_Single	LPS	Single	24 hr	Middle	Plat.x10_4.uL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	Mono...	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	AST.IU.L.	Increase
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	Fbg.mg.dL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	PT.s.	Increase
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	ALT.IU.L.	Increase
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	GLC.mg.dL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	RALB.g.dL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	Plat.x10_4.uL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	Ca.mg.dL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	TP.g.dL.	Decrease
Liver_LPS_Middle_3hr_Single	LPS	Single	3 hr	Middle	LDH.IU.L.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	PT.s.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	Ca.mg.dL.	Decrease
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	LDH.IU.L.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	ALT.IU.L.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	Fbg.mg.dL.	Decrease
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	AST.IU.L.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	RALB.g.dL.	Decrease
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	GLC.mg.dL.	Decrease
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	DBIL.mg.dL.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	APTT.s.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	Neu...	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	GTP.IU.L.	Increase
Liver_LPS_Middle_6hr_Single	LPS	Single	6 hr	Middle	Plat.x10_4.uL.	Decrease
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	GTP.IU.L.	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	Lym...	Decrease
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	TC.mg.dL.	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	AST.IU.L.	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	Neu...	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	ALT.IU.L.	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	GLC.mg.dL.	Decrease
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	LDH.IU.L.	Increase
Liver_LPS_Middle_9hr_Single	LPS	Single	9 hr	Middle	Plat.x10_4.uL.	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Neu...	Increase
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	MCH.pg.	Increase
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Ht...	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Ret...	Increase
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Lym...	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	ALP.IU.L.	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	RBC.x10_4.ul.	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	Hb.g.dL.	Decrease
Liver_mefenamic_acid_High_15day_Repeat	mefenamic_acid	Repeat	15 day	High	MCV.fL.	Increase
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	ALP.IU.L.	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Lym...	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	TP.g.dL.	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Neu...	Increase
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	WBC.x10_2.uL.	Increase
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Ht...	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Hb.g.dL.	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	MCHC...	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Ret...	Increase
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	Plat.x10_4.uL.	Increase
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	RBC.x10_4.ul.	Decrease
Liver_mefenamic_acid_High_29day_Repeat	mefenamic_acid	Repeat	29 day	High	MCV.fL.	Increase
Liver_mefenamic_acid_High_3hr_Single	mefenamic_acid	Single	3 hr	High	Ht...	Decrease
Liver_mefenamic_acid_High_4day_Repeat	mefenamic_acid	Repeat	4 day	High	Hb.g.dL.	Decrease
Liver_mefenamic_acid_High_4day_Repeat	mefenamic_acid	Repeat	4 day	High	TP.g.dL.	Decrease
Liver_mefenamic_acid_High_4day_Repeat	mefenamic_acid	Repeat	4 day	High	RBC.x10_4.ul.	Decrease
Liver_mefenamic_acid_High_4day_Repeat	mefenamic_acid	Repeat	4 day	High	Ht...	Decrease
Liver_mefenamic_acid_High_4day_Repeat	mefenamic_acid	Repeat	4 day	High	Ret...	Increase
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	ALP.IU.L.	Decrease
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	Hb.g.dL.	Decrease
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	TP.g.dL.	Decrease
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	Ret...	Increase
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	RBC.x10_4.ul.	Decrease
Liver_mefenamic_acid_High_8day_Repeat	mefenamic_acid	Repeat	8 day	High	Ht...	Decrease
Liver_meloxicam_High_15day_Repeat	meloxicam	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	RBC.x10_4.ul.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	Plat.x10_4.uL.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	Ht...	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	Hb.g.dL.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	Ca.mg.dL.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	RALB.g.dL.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	TP.g.dL.	Decrease
Liver_meloxicam_High_24hr_Single	meloxicam	Single	24 hr	High	ALP.IU.L.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	RALB.g.dL.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	AST.IU.L.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	Ca.mg.dL.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	RBC.x10_4.ul.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	Fbg.mg.dL.	Increase
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	Plat.x10_4.uL.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	ALP.IU.L.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	TP.g.dL.	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	Ht...	Decrease
Liver_meloxicam_High_4day_Repeat	meloxicam	Repeat	4 day	High	Hb.g.dL.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	GLC.mg.dL.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	GTP.IU.L.	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Fbg.mg.dL.	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Plat.x10_4.uL.	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	RBC.x10_4.ul.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Ca.mg.dL.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Lym...	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Neu...	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Ht...	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Ret...	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	TP.g.dL.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	MCHC...	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	ALT.IU.L.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	BUN.mg.dL.	Increase
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	RALB.g.dL.	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	A.G	Decrease
Liver_meloxicam_High_8day_Repeat	meloxicam	Repeat	8 day	High	Hb.g.dL.	Decrease
Liver_meloxicam_Middle_24hr_Single	meloxicam	Single	24 hr	Middle	TERMINAL_BW.g.	Increase
Liver_meloxicam_Middle_4day_Repeat	meloxicam	Repeat	4 day	Middle	DBIL.mg.dL.	Increase
Liver_meloxicam_Middle_8day_Repeat	meloxicam	Repeat	8 day	Middle	GTP.IU.L.	Increase
Liver_metformin_Control_4day_Repeat	metformin	Repeat	4 day	Control	ALT.IU.L.	Increase
Liver_metformin_Control_6hr_Single	metformin	Single	6 hr	Control	TP.g.dL.	Decrease
Liver_metformin_High_3hr_Single	metformin	Single	3 hr	High	GLC.mg.dL.	Decrease
Liver_metformin_High_6hr_Single	metformin	Single	6 hr	High	ALT.IU.L.	Increase
Liver_metformin_High_6hr_Single	metformin	Single	6 hr	High	GLC.mg.dL.	Decrease
Liver_metformin_High_9hr_Single	metformin	Single	9 hr	High	ALT.IU.L.	Increase
Liver_metformin_High_9hr_Single	metformin	Single	9 hr	High	GLC.mg.dL.	Decrease
Liver_metformin_Middle_6hr_Single	metformin	Single	6 hr	Middle	ALT.IU.L.	Increase
Liver_metformin_Middle_9hr_Single	metformin	Single	9 hr	Middle	LIVER.g.	Decrease
Liver_metformin_Middle_9hr_Single	metformin	Single	9 hr	Middle	ALT.IU.L.	Increase
Liver_metformin_Middle_9hr_Single	metformin	Single	9 hr	Middle	TP.g.dL.	Decrease
Liver_methapyrilene_Control_3hr_Single	methapyrilene	Single	3 hr	Control	IP.mg.dL.	Decrease
Liver_methapyrilene_Control_6hr_Single	methapyrilene	Single	6 hr	Control	PT.s.	Increase
Liver_methapyrilene_Control_8day_Repeat	methapyrilene	Repeat	8 day	Control	PT.s.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	GTP.IU.L.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	Ca.mg.dL.	Decrease
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	ALP.IU.L.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	ALT.IU.L.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	TG.mg.dL.	Decrease
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	GLC.mg.dL.	Decrease
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	DBIL.mg.dL.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	PT.s.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	AST.IU.L.	Increase
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	Fbg.mg.dL.	Decrease
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	TP.g.dL.	Decrease
Liver_methapyrilene_High_15day_Repeat	methapyrilene	Repeat	15 day	High	RALB.g.dL.	Decrease
Liver_methapyrilene_High_24hr_Single	methapyrilene	Single	24 hr	High	PT.s.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	PT.s.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	Neu...	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	Fbg.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	AST.IU.L.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	Lym...	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	TERMINAL_BW.g.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	RALB.g.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	TG.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	GLC.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	LDH.IU.L.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	ALT.IU.L.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	LIVER.g.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	GTP.IU.L.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	Plat.x10_4.uL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	DBIL.mg.dL.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	TC.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	PL.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	TP.g.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	RBC.x10_4.ul.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	Ca.mg.dL.	Decrease
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	ALP.IU.L.	Increase
Liver_methapyrilene_High_29day_Repeat	methapyrilene	Repeat	29 day	High	TBIL.mg.dL.	Increase
Liver_methapyrilene_High_6hr_Single	methapyrilene	Single	6 hr	High	PT.s.	Increase
Liver_methapyrilene_High_8day_Repeat	methapyrilene	Repeat	8 day	High	GLC.mg.dL.	Decrease
Liver_methapyrilene_High_8day_Repeat	methapyrilene	Repeat	8 day	High	GTP.IU.L.	Increase
Liver_methapyrilene_High_8day_Repeat	methapyrilene	Repeat	8 day	High	AST.IU.L.	Increase
Liver_methapyrilene_High_8day_Repeat	methapyrilene	Repeat	8 day	High	ALT.IU.L.	Increase
Liver_methapyrilene_High_9hr_Single	methapyrilene	Single	9 hr	High	AST.IU.L.	Increase
Liver_methapyrilene_High_9hr_Single	methapyrilene	Single	9 hr	High	ALT.IU.L.	Increase
Liver_methapyrilene_Low_4day_Repeat	methapyrilene	Repeat	4 day	Low	Fbg.mg.dL.	Increase
Liver_methapyrilene_Low_6hr_Single	methapyrilene	Single	6 hr	Low	PT.s.	Increase
Liver_methapyrilene_Middle_29day_Repeat	methapyrilene	Repeat	29 day	Middle	ALT.IU.L.	Increase
Liver_methapyrilene_Middle_29day_Repeat	methapyrilene	Repeat	29 day	Middle	AST.IU.L.	Increase
Liver_methapyrilene_Middle_3hr_Single	methapyrilene	Single	3 hr	Middle	TERMINAL_BW.g.	Decrease
Liver_methimazole_Control_4day_Repeat	methimazole	Repeat	4 day	Control	MCHC...	Increase
Liver_methimazole_Control_8day_Repeat	methimazole	Repeat	8 day	Control	MCHC...	Increase
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	PT.s.	Increase
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	PL.mg.dL.	Increase
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	TP.g.dL.	Increase
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	Fbg.mg.dL.	Increase
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	AST.IU.L.	Decrease
Liver_methimazole_High_15day_Repeat	methimazole	Repeat	15 day	High	TC.mg.dL.	Increase
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	Ret...	Decrease
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	TERMINAL_BW.g.	Decrease
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	LIVER.g.	Decrease
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	Plat.x10_4.uL.	Decrease
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	PT.s.	Increase
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	AST.IU.L.	Decrease
Liver_methimazole_High_29day_Repeat	methimazole	Repeat	29 day	High	TP.g.dL.	Increase
Liver_methimazole_High_3hr_Single	methimazole	Single	3 hr	High	LDH.IU.L.	Increase
Liver_methimazole_High_4day_Repeat	methimazole	Repeat	4 day	High	AST.IU.L.	Decrease
Liver_methimazole_High_4day_Repeat	methimazole	Repeat	4 day	High	MCHC...	Increase
Liver_methimazole_High_8day_Repeat	methimazole	Repeat	8 day	High	PL.mg.dL.	Increase
Liver_methimazole_High_8day_Repeat	methimazole	Repeat	8 day	High	PT.s.	Increase
Liver_methimazole_High_8day_Repeat	methimazole	Repeat	8 day	High	TP.g.dL.	Increase
Liver_methimazole_High_8day_Repeat	methimazole	Repeat	8 day	High	AST.IU.L.	Decrease
Liver_methimazole_High_8day_Repeat	methimazole	Repeat	8 day	High	MCHC...	Increase
Liver_methimazole_High_9hr_Single	methimazole	Single	9 hr	High	LDH.IU.L.	Increase
Liver_methimazole_Low_24hr_Single	methimazole	Single	24 hr	Low	Plat.x10_4.uL.	Decrease
Liver_methimazole_Low_4day_Repeat	methimazole	Repeat	4 day	Low	MCHC...	Increase
Liver_methimazole_Low_8day_Repeat	methimazole	Repeat	8 day	Low	MCHC...	Increase
Liver_methimazole_Low_8day_Repeat	methimazole	Repeat	8 day	Low	MCH.pg.	Increase
Liver_methimazole_Middle_15day_Repeat	methimazole	Repeat	15 day	Middle	Ret...	Decrease
Liver_methimazole_Middle_15day_Repeat	methimazole	Repeat	15 day	Middle	PT.s.	Increase
Liver_methimazole_Middle_15day_Repeat	methimazole	Repeat	15 day	Middle	Lym...	Increase
Liver_methimazole_Middle_15day_Repeat	methimazole	Repeat	15 day	Middle	AST.IU.L.	Decrease
Liver_methimazole_Middle_15day_Repeat	methimazole	Repeat	15 day	Middle	TP.g.dL.	Increase
Liver_methimazole_Middle_29day_Repeat	methimazole	Repeat	29 day	Middle	PT.s.	Increase
Liver_methimazole_Middle_29day_Repeat	methimazole	Repeat	29 day	Middle	AST.IU.L.	Decrease
Liver_methimazole_Middle_29day_Repeat	methimazole	Repeat	29 day	Middle	TP.g.dL.	Increase
Liver_methimazole_Middle_29day_Repeat	methimazole	Repeat	29 day	Middle	Ret...	Decrease
Liver_methimazole_Middle_8day_Repeat	methimazole	Repeat	8 day	Middle	MCHC...	Increase
Liver_methimazole_Middle_9hr_Single	methimazole	Single	9 hr	Middle	LDH.IU.L.	Increase
Liver_methyldopa_Control_4day_Repeat	methyldopa	Repeat	4 day	Control	LDH.IU.L.	Decrease
Liver_methyldopa_Control_9hr_Single	methyldopa	Single	9 hr	Control	LIVER.g.	Decrease
Liver_methyldopa_High_15day_Repeat	methyldopa	Repeat	15 day	High	LIVER.g.	Decrease
Liver_methyldopa_High_15day_Repeat	methyldopa	Repeat	15 day	High	BUN.mg.dL.	Decrease
Liver_methyldopa_High_24hr_Single	methyldopa	Single	24 hr	High	TERMINAL_BW.g.	Decrease
Liver_methyldopa_High_24hr_Single	methyldopa	Single	24 hr	High	Na.meq.L.	Increase
Liver_methyldopa_High_24hr_Single	methyldopa	Single	24 hr	High	LIVER.g.	Decrease
Liver_methyldopa_High_29day_Repeat	methyldopa	Repeat	29 day	High	LDH.IU.L.	Decrease
Liver_methyldopa_High_29day_Repeat	methyldopa	Repeat	29 day	High	TG.mg.dL.	Decrease
Liver_methyldopa_High_4day_Repeat	methyldopa	Repeat	4 day	High	TERMINAL_BW.g.	Decrease
Liver_methyldopa_High_4day_Repeat	methyldopa	Repeat	4 day	High	LDH.IU.L.	Decrease
Liver_methyldopa_High_4day_Repeat	methyldopa	Repeat	4 day	High	LIVER.g.	Decrease
Liver_methyldopa_High_4day_Repeat	methyldopa	Repeat	4 day	High	Na.meq.L.	Increase
Liver_methyldopa_High_6hr_Single	methyldopa	Single	6 hr	High	Na.meq.L.	Increase
Liver_methyldopa_High_6hr_Single	methyldopa	Single	6 hr	High	IP.mg.dL.	Increase
Liver_methyldopa_High_8day_Repeat	methyldopa	Repeat	8 day	High	TG.mg.dL.	Decrease
Liver_methyldopa_High_8day_Repeat	methyldopa	Repeat	8 day	High	Na.meq.L.	Increase
Liver_methyldopa_High_8day_Repeat	methyldopa	Repeat	8 day	High	TERMINAL_BW.g.	Decrease
Liver_methyldopa_High_8day_Repeat	methyldopa	Repeat	8 day	High	LIVER.g.	Decrease
Liver_methyldopa_High_9hr_Single	methyldopa	Single	9 hr	High	Ca.mg.dL.	Increase
Liver_methyldopa_High_9hr_Single	methyldopa	Single	9 hr	High	IP.mg.dL.	Increase
Liver_methyldopa_Low_15day_Repeat	methyldopa	Repeat	15 day	Low	BUN.mg.dL.	Decrease
Liver_methyldopa_Low_3hr_Single	methyldopa	Single	3 hr	Low	BUN.mg.dL.	Decrease
Liver_methyldopa_Middle_15day_Repeat	methyldopa	Repeat	15 day	Middle	BUN.mg.dL.	Decrease
Liver_methyldopa_Middle_29day_Repeat	methyldopa	Repeat	29 day	Middle	LDH.IU.L.	Decrease
Liver_methyldopa_Middle_29day_Repeat	methyldopa	Repeat	29 day	Middle	BUN.mg.dL.	Decrease
Liver_methyldopa_Middle_4day_Repeat	methyldopa	Repeat	4 day	Middle	Na.meq.L.	Increase
Liver_methyldopa_Middle_4day_Repeat	methyldopa	Repeat	4 day	Middle	WBC.x10_2.uL.	Decrease
Liver_methyldopa_Middle_4day_Repeat	methyldopa	Repeat	4 day	Middle	LIVER.g.	Decrease
Liver_methyldopa_Middle_6hr_Single	methyldopa	Single	6 hr	Middle	Ret...	Increase
Liver_methyldopa_Middle_6hr_Single	methyldopa	Single	6 hr	Middle	Ca.mg.dL.	Increase
Liver_methyldopa_Middle_6hr_Single	methyldopa	Single	6 hr	Middle	Na.meq.L.	Increase
Liver_methyldopa_Middle_6hr_Single	methyldopa	Single	6 hr	Middle	IP.mg.dL.	Increase
Liver_methyldopa_Middle_8day_Repeat	methyldopa	Repeat	8 day	Middle	LIVER.g.	Decrease
Liver_methylene_dianiline_Control_15day_Repeat	methylene_dianiline	Repeat	15 day	Control	APTT.s.	Decrease
Liver_methylene_dianiline_Control_15day_Repeat	methylene_dianiline	Repeat	15 day	Control	PT.s.	Decrease
Liver_methylene_dianiline_Control_15day_Repeat	methylene_dianiline	Repeat	15 day	Control	A.G	Decrease
Liver_methylene_dianiline_Control_15day_Repeat	methylene_dianiline	Repeat	15 day	Control	Plat.x10_4.uL.	Increase
Liver_methylene_dianiline_Control_24hr_Single	methylene_dianiline	Single	24 hr	Control	APTT.s.	Decrease
Liver_methylene_dianiline_Control_24hr_Single	methylene_dianiline	Single	24 hr	Control	LDH.IU.L.	Decrease
Liver_methylene_dianiline_Control_3hr_Single	methylene_dianiline	Single	3 hr	Control	APTT.s.	Decrease
Liver_methylene_dianiline_Control_3hr_Single	methylene_dianiline	Single	3 hr	Control	GLC.mg.dL.	Decrease
Liver_methylene_dianiline_Control_6hr_Single	methylene_dianiline	Single	6 hr	Control	APTT.s.	Decrease
Liver_methylene_dianiline_Control_9hr_Single	methylene_dianiline	Single	9 hr	Control	APTT.s.	Decrease
Liver_methylene_dianiline_Control_9hr_Single	methylene_dianiline	Single	9 hr	Control	PT.s.	Decrease
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	TBIL.mg.dL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	WBC.x10_2.uL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	Hb.g.dL.	Decrease
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	PL.mg.dL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	DBIL.mg.dL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	TC.mg.dL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	TP.g.dL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_methylene_dianiline_High_15day_Repeat	methylene_dianiline	Repeat	15 day	High	ALP.IU.L.	Increase
