ID	altID	ClassUpper	ClassLower	Group
C51309	Isoproterenol hydrochloride	Chem	Chem	Chem
C51338273	Diclofop-methyl	Chem	Chem	Chem
C5137553	Methyltrioctylammonium chloride	Chem	Chem	Chem
C5138181	Sulfosuccinic acid	Chem	Chem	Chem
C5146667	2,6-Octadienenitrile, 3,7-dimethyl-	Chem	Chem	Chem
C51525	6-Propyl-2-thiouracil	Chem	Chem	Chem
C5153253	2-Ethylhexylparaben	Chem	Chem	Chem
C51580860	Sodium dichloro-s-triazinetrione dihydrate	Chem	Chem	Chem
C51630581	Fenvalerate	Chem	Chem	Chem
C51632167	1-(Bromomethyl)-3-phenoxybenzene	Chem	Chem	Chem
C51707552	Thidiazuron	Chem	Chem	Chem
C51796	Urethane	Chem	Chem	Chem
C52017	Spironolactone	Chem	Chem	Chem
C520183	Kaempferol	Chem	Chem	Chem
C520365	Apigenin	Chem	Chem	Chem
C520456	Dehydroacetic acid	Chem	Chem	Chem
C521186	5alpha-Dihydrotestosterone	Chem	Chem	Chem
C5216251	4-Chlorobenzotrichloride	Chem	Chem	Chem
C52225204	dl-alpha-Tocopheryl acetate	Chem	Chem	Chem
C52315078	Cypermethrin	Chem	Chem	Chem
C5234684	Carboxin	Chem	Chem	Chem
C52517	Bronopol	Chem	Chem	Chem
C525791	Kinetin	Chem	Chem	Chem
C525826	Flavone	Chem	Chem	Chem
C52645531	Permethrin	Chem	Chem	Chem
C526750	2,3-Dimethylphenol	Chem	Chem	Chem
C52686	Trichlorfon	Chem	Chem	Chem
C527606	2,4,6-Trimethylphenol	Chem	Chem	Chem
C527680564	PHA-00568487	Chem	Chem	Chem
C52806538	Hydroxyflutamide	Chem	Chem	Chem
C528290	1,2-Dinitrobenzene	Chem	Chem	Chem
C52868	Haloperidol	Chem	Chem	Chem
C52918635	Deltamethrin	Chem	Chem	Chem
C53032	Prednisone	Chem	Chem	Chem
C53112280	Pyrimethanil	Chem	Chem	Chem
C5315797	1-Hydroxypyrene	Chem	Chem	Chem
C53167	Estrone	Chem	Chem	Chem
C53190	o,p'-DDD	Chem	Chem	Chem
C532025	Sodium 2-naphthalenesulfonate	Chem	Chem	Chem
C53219219	7-Octen-2-ol, 2-methyl-6-methylene-, dihydro deriv.	Chem	Chem	Chem
C532274	2-Chloroacetophenone	Chem	Chem	Chem
C532321	Sodium benzoate	Chem	Chem	Chem
C5329146	Sulfamic acid	Chem	Chem	Chem
C533233	2,4-D-ethyl ester	Chem	Chem	Chem
C5333426	2-Octyl-1-dodecanol	Chem	Chem	Chem
C533744	Dazomet	Chem	Chem	Chem
C534134	N,N'-Dimethylthiourea	Chem	Chem	Chem
C53430	Dehydroepiandrosterone	Chem	Chem	Chem
C534521	2-Methyl-4,6-dinitrophenol	Chem	Chem	Chem
C5349519	4-(2-Methylbutan-2-yl)cyclohexanol	Chem	Chem	Chem
C53703	Dibenz(a,h)anthracene	Chem	Chem	Chem
C53861	Indomethacin	Chem	Chem	Chem
C53894238	Triisononyl trimellitate	Chem	Chem	Chem
C5392405	3,7-Dimethyl-2,6-octadienal	Chem	Chem	Chem
C53939289	(Z)-11-Hexadecenal	Chem	Chem	Chem
C5394365	5-Ethyl-5-methylhydantoin	Chem	Chem	Chem
C540181	Pentyl butyrate	Chem	Chem	Chem
C5407987	Cyclobutyl phenyl ketone	Chem	Chem	Chem
C540885	tert-Butyl acetate	Chem	Chem	Chem
C541026	Decamethylcyclopentasiloxane	Chem	Chem	Chem
C54115	Nicotine	Chem	Chem	Chem
C541731	1,3-Dichlorobenzene	Chem	Chem	Chem
C542927	1,3-Cyclopentadiene	Chem	Chem	Chem
C5437456	Benzyl bromoacetate	Chem	Chem	Chem
C544638	Tetradecanoic acid	Chem	Chem	Chem
C544763	Hexadecane	Chem	Chem	Chem
C54593838	Chlorethoxyfos	Chem	Chem	Chem
C54626	4-Aminofolic acid	Chem	Chem	Chem
C54853	Isoniazid	Chem	Chem	Chem
C548629	Gentian Violet	Chem	Chem	Chem
C54965241	Tamoxifen citrate	Chem	Chem	Chem
C550447	N-Methylphthalimide	Chem	Chem	Chem
C55185	N-Nitrosodiethylamine	Chem	Chem	Chem
C55219653	Triadimenol	Chem	Chem	Chem
C552307	Trimellitic anhydride	Chem	Chem	Chem
C55283686	Ethalfluralin	Chem	Chem	Chem
C55285148	Carbosulfan	Chem	Chem	Chem
C55290647	Dimethipin	Chem	Chem	Chem
C553264	4,4'-Bipyridine	Chem	Chem	Chem
C55335063	Triclopyr	Chem	Chem	Chem
C5536618	Sodium methacrylate	Chem	Chem	Chem
C553708	Magnesium dibenzoate	Chem	Chem	Chem
C55389	Fenthion	Chem	Chem	Chem
C55406536	3-Iodo-2-propynyl-N-butylcarbamate	Chem	Chem	Chem
C55512339	Pyridate	Chem	Chem	Chem
C55589623	Acesulfame potassium	Chem	Chem	Chem
C556525	Glycidol	Chem	Chem	Chem
C556616	Methyl isothiocyanate	Chem	Chem	Chem
C556672	Octamethylcyclotetrasiloxane	Chem	Chem	Chem
C55814410	Mepronil	Chem	Chem	Chem
C55934935	Tripropylene glycol butyl ether	Chem	Chem	Chem
C55981	Busulfan	Chem	Chem	Chem
C5598130	Chlorpyrifos-methyl	Chem	Chem	Chem
C5598152	Chlorpyrifos oxon	Chem	Chem	Chem
C56042	6-Methyl-2-thiouracil	Chem	Chem	Chem
C563122	Ethion	Chem	Chem	Chem
C56375792	N,N-Dibutyl-N-methylbutan-1-aminium chloride	Chem	Chem	Chem
C56382	Parathion	Chem	Chem	Chem
C56531	Diethylstilbestrol	Chem	Chem	Chem
C56553	Benz(a)anthracene	Chem	Chem	Chem
C56724	Coumaphos	Chem	Chem	Chem
C56815	Glycerol	Chem	Chem	Chem
C56951	Chlorhexidine diacetate	Chem	Chem	Chem
C5700492	1,2-Ethanediamine dihydriodide	Chem	Chem	Chem
C57067	Allyl isothiocyanate	Chem	Chem	Chem
C57090	Hexadecyltrimethylammonium bromide	Chem	Chem	Chem
C57103	Hexadecanoic acid	Chem	Chem	Chem
C57114	Octadecanoic acid	Chem	Chem	Chem
C57136	Urea	Chem	Chem	Chem
C57147	1,1-Dimethylhydrazine	Chem	Chem	Chem
C571584	1,4-Dimethylnaphthalene	Chem	Chem	Chem
C57307	Phenobarbital sodium	Chem	Chem	Chem
C57410	5,5-Diphenylhydantoin	Chem	Chem	Chem
C57501	Sucrose	Chem	Chem	Chem
C57556	1,2-Propylene glycol	Chem	Chem	Chem
C576261	2,6-Dimethylphenol	Chem	Chem	Chem
C57636	17alpha-Ethinylestradiol	Chem	Chem	Chem
C577117	Docusate sodium	Chem	Chem	Chem
C57749	Chlordane	Chem	Chem	Chem
C57754855	Clopyralid-olamine	Chem	Chem	Chem
C57830	Progesterone	Chem	Chem	Chem
C57837191	Metalaxyl	Chem	Chem	Chem
C57852	Testosterone propionate	Chem	Chem	Chem
C57910	17alpha-Estradiol	Chem	Chem	Chem
C579668	2,6-Diethylaniline	Chem	Chem	Chem
C57966957	Cymoxanil	Chem	Chem	Chem
C57976	7,12-Dimethylbenz(a)anthracene	Chem	Chem	Chem
C58082	Caffeine	Chem	Chem	Chem
C58140	Pyrimethamine	Chem	Chem	Chem
C58184	17-Methyltestosterone	Chem	Chem	Chem
C583788	2,5-Dichlorophenol	Chem	Chem	Chem
C58394642	Benzyloctyl adipate	Chem	Chem	Chem
C584134	4-Amino-1,2,4-triazole	Chem	Chem	Chem
C58430947	3,5,5-Trimethylhexyl acetate	Chem	Chem	Chem
C584792	Allethrin	Chem	Chem	Chem
C584849	Toluene-2,4-diisocyanate	Chem	Chem	Chem
C5850862	C.I. Acid Orange 8, monosodium salt	Chem	Chem	Chem
C585342	3-tert-Butylphenol	Chem	Chem	Chem
C58559	Theophylline	Chem	Chem	Chem
C58560	Pyridoxine hydrochloride	Chem	Chem	Chem
C586629	Terpinolene	Chem	Chem	Chem
C5870939	Heptyl butanoate	Chem	Chem	Chem
C58720	Triphenylethylene	Chem	Chem	Chem
C587655	2-Chloro-N-phenylacetamide	Chem	Chem	Chem
C5877429	4-Ethyloct-1-yn-3-ol	Chem	Chem	Chem
C587859	Diphenylmercury(II)	Chem	Chem	Chem
C58846778	Decyl beta-D-glucopyranoside	Chem	Chem	Chem
C58855	Biotin	Chem	Chem	Chem
C58866	D-Xylose	Chem	Chem	Chem
C588941451	PharmaGSID_48506	Chem	Chem	Chem
C58899	Lindane	Chem	Chem	Chem
C58935	Hydrochlorothiazide	Chem	Chem	Chem
C589684	Tetradecanoic acid, 2,3-dihydroxypropyl ester	Chem	Chem	Chem
C5902512	Terbacil	Chem	Chem	Chem
C59052	Methotrexate	Chem	Chem	Chem
C5915413	Terbuthylazine	Chem	Chem	Chem
C59227893	Laurocapram	Chem	Chem	Chem
C59303	Folic acid	Chem	Chem	Chem
C59405	Sulfaquinoxaline	Chem	Chem	Chem
C594207	2,2-Dichloropropane	Chem	Chem	Chem
C59507	4-Chloro-3-methylphenol	Chem	Chem	Chem
C59669260	Thiodicarb	Chem	Chem	Chem
C59676	Nicotinic acid	Chem	Chem	Chem
C59756604	Fluridone	Chem	Chem	Chem
C598550	Methyl carbamate	Chem	Chem	Chem
C59870	Nitrofurazone	Chem	Chem	Chem
C599644	4-Cumylphenol	Chem	Chem	Chem
C599791	Sulfasalazine	Chem	Chem	Chem
C60093	4-Aminoazobenzene	Chem	Chem	Chem
C60128	2-Phenylethanol	Chem	Chem	Chem
C60168889	Fenarimol	Chem	Chem	Chem
C602017	2,3-Dinitrotoluene	Chem	Chem	Chem
C60207901	Propiconazole	Chem	Chem	Chem
C60333	Linoleic acid	Chem	Chem	Chem
C603350	Triphenylphosphine	Chem	Chem	Chem
C60355	Acetamide	Chem	Chem	Chem
C604751	Oxazepam	Chem	Chem	Chem
C60515	Dimethoate	Chem	Chem	Chem
C605458	Diisopropyl phthalate	Chem	Chem	Chem
C60548	Tetracycline	Chem	Chem	Chem
C6055192	Cyclophosphamide monohydrate	Chem	Chem	Chem
C60560	Methimazole	Chem	Chem	Chem
C60571	Dieldrin	Chem	Chem	Chem
C606202	2,6-Dinitrotoluene	Chem	Chem	Chem
C6088513	6-Hydroxy-2-naphthyl disulfide	Chem	Chem	Chem
C609541	2,5-Dimethylbenzenesulfonic acid	Chem	Chem	Chem
C611201	Benzonitrile, 2-hydroxy-	Chem	Chem	Chem
C611701	Isopropyl phenyl ketone	Chem	Chem	Chem
C612828	3,3'-Dimethylbenzidine dihydrochloride	Chem	Chem	Chem
C614459	tert-Butyl perbenzoate	Chem	Chem	Chem
C6149037	Sodium 4-octylbenzenesulfonate	Chem	Chem	Chem
C6152336	Sodium 2-phenylphenate tetrahydrate	Chem	Chem	Chem
C6153646	Oxytetracycline dihydrate	Chem	Chem	Chem
C616455	2-Pyrrolidinone	Chem	Chem	Chem
C61734	Methylene blue	Chem	Chem	Chem
C61791126	Cremophor(R) EL	Chem	Chem	Chem
C61825	Amitrole	Chem	Chem	Chem
C618451	3-Isopropylphenol	Chem	Chem	Chem
C6190654	Deethylatrazine	Chem	Chem	Chem
C620177	3-Ethylphenol	Chem	Chem	Chem
C621647	N-Nitrosodipropylamine	Chem	Chem	Chem
C62237	4-Nitrobenzoic acid	Chem	Chem	Chem
C622979	4-Methylstyrene	Chem	Chem	Chem
C62384	Phenylmercuric acetate	Chem	Chem	Chem
C625114412	Piragliatin	Chem	Chem	Chem
C625558	Isopropyl formate	Chem	Chem	Chem
C62566	Thiourea	Chem	Chem	Chem
C6259763	Hexyl salicylate	Chem	Chem	Chem
C626437	3,5-Dichloroaniline	Chem	Chem	Chem
C627189	3-Bromo-1-propanol	Chem	Chem	Chem
C62737	Dichlorvos	Chem	Chem	Chem
C62748	Sodium fluoroacetate	Chem	Chem	Chem
C62759	N-Nitrosodimethylamine	Chem	Chem	Chem
C627930	Dimethyl adipate	Chem	Chem	Chem
C6285058	Ethyl 4-chlorophenyl ketone	Chem	Chem	Chem
C628637	Pentyl acetate	Chem	Chem	Chem
C62924703	Flumetralin	Chem	Chem	Chem
C629629	Pentadecane	Chem	Chem	Chem
C629765	1-Pentadecanol	Chem	Chem	Chem
C630568	Hydroxyprogesterone caproate	Chem	Chem	Chem
C63058	4-Androstene-3,17-dione	Chem	Chem	Chem
C6317186	Methylene bis(thiocyanate)	Chem	Chem	Chem
C63252	Carbaryl	Chem	Chem	Chem
C633965	C.I. Acid Orange 7	Chem	Chem	Chem
C63423	Lactose	Chem	Chem	Chem
C6344678	3-Hydroxyfluorene	Chem	Chem	Chem
C63449412	C8-18-Alkydimethylbenzyl ammonium chlorides	Chem	Chem	Chem
C6359826	Acid Yellow 11	Chem	Chem	Chem
C6359906	C.I. Acid Yellow 34, monosodium salt	Chem	Chem	Chem
C6359984	C.I. Acid Yellow 17, disodium salt	Chem	Chem	Chem
C63612500	Nilutamide	Chem	Chem	Chem
C636215	2-Methylaniline hydrochloride	Chem	Chem	Chem
C637070	Clofibrate	Chem	Chem	Chem
C6381777	Sodium erythorbate (1:1)	Chem	Chem	Chem
C6385622	Diquat dibromide monohydrate	Chem	Chem	Chem
C64108	Urea, phenyl-	Chem	Chem	Chem
C64197	Acetic acid	Chem	Chem	Chem
C6422862	Bis(2-ethylhexyl) terephthalate	Chem	Chem	Chem
C64359815	4,5-Dichloro-2-octyl-3(2H)-isothiazolone	Chem	Chem	Chem
C643798	1,2-Benzenedicarboxaldehyde	Chem	Chem	Chem
C644973	Phenyl phosphorus dichloride	Chem	Chem	Chem
C645567	4-Propylphenol	Chem	Chem	Chem
C645625	2-Ethyl-2-hexenal	Chem	Chem	Chem
C6459945	C.I. Acid Red 114	Chem	Chem	Chem
C64675	Diethyl sulfate	Chem	Chem	Chem
C64700567	Triclopyr-butotyl	Chem	Chem	Chem
C647427	3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol	Chem	Chem	Chem
C6485401	R-(-)-Carvone	Chem	Chem	Chem
C64868	Colchicine	Chem	Chem	Chem
C648917139	AVE2865	Chem	Chem	Chem
C650511	Sodium trichloroacetate	Chem	Chem	Chem
C65236	Pyridoxine	Chem	Chem	Chem
C65277421	Ketoconazole	Chem	Chem	Chem
C654055013	Morin hydrate	Chem	Chem	Chem
C65452	Salicylamide	Chem	Chem	Chem
C657841	Sodium 4-methylbenzenesulfonate	Chem	Chem	Chem
C65850	Benzoic acid	Chem	Chem	Chem
C6610293	N-Methylhydrazinecarbothioamide	Chem	Chem	Chem
C66215278	Cyromazine	Chem	Chem	Chem
C66230044	Esfenvalerate	Chem	Chem	Chem
C6624733	Pentane-1,5-diyl dibenzoate	Chem	Chem	Chem
C6625463	C.I. Acid Violet 12, disodium salt	Chem	Chem	Chem
C66273	Methyl methanesulfonate	Chem	Chem	Chem
C66332965	Flutolanil	Chem	Chem	Chem
C66357355	Ranitidine	Chem	Chem	Chem
C66441234	Fenoxaprop-ethyl	Chem	Chem	Chem
C66456539	Adipic acid, polypropyleneglycol, laurate	Chem	Chem	Chem
C66575299	Forskolin	Chem	Chem	Chem
C66717	1,10-Phenanthroline	Chem	Chem	Chem
C66819	Cycloheximide	Chem	Chem	Chem
C6683198	Irganox 1010	Chem	Chem	Chem
C668981020	CP-863187	Chem	Chem	Chem
C6706598	L-Glucitol	Chem	Chem	Chem
C67209	Nitrofurantoin	Chem	Chem	Chem
C6728263	(2E)-2-Hexenal	Chem	Chem	Chem
C67301	Tetrac	Chem	Chem	Chem
C6734801	Metam-sodium hydrate	Chem	Chem	Chem
C67485294	Hydramethylnon	Chem	Chem	Chem
C67564914	(2R,6S)-Fenpropimorph	Chem	Chem	Chem
C676116044	PD 0343701	Chem	Chem	Chem
C67685	Dimethyl sulfoxide	Chem	Chem	Chem
C67747095	Prochloraz	Chem	Chem	Chem
C67786145	Acid Red 337	Chem	Chem	Chem
C678397	1,1,2,2-Tetrahydroperfluoro-1-decanol	Chem	Chem	Chem
C6789884	Hexyl benzoate	Chem	Chem	Chem
C68111	Thioglycolic acid	Chem	Chem	Chem
C68122	N,N-Dimethylformamide	Chem	Chem	Chem
C68157608	Forchlorfenuron	Chem	Chem	Chem
C68169039	2-(Dihydrocyclopentadienyloxy)ethyl methacrylate	Chem	Chem	Chem
C682019	Tetrapropyl orthosilicate	Chem	Chem	Chem
C68224	Norethindrone	Chem	Chem	Chem
C68268	Retinol	Chem	Chem	Chem
C683181	Dibutyltin dichloride	Chem	Chem	Chem
C68359375	Cyfluthrin	Chem	Chem	Chem
C68392358	4-Hydroxytamoxifen	Chem	Chem	Chem
C6846500	2,2,4-Trimethyl-1,3-pentanediol diisobutyrate	Chem	Chem	Chem
C684935	N-Nitroso-N-methylurea	Chem	Chem	Chem
C68515480	DINP branched	Chem	Chem	Chem
C68515491	1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich	Chem	Chem	Chem
C68515753	Hexanedioic acid, di-C7-9-branched and linear alkyl esters	Chem	Chem	Chem
C68555862	Acid Orange 156	Chem	Chem	Chem
C68609972	C12-14-Alkyl glycidyl ether	Chem	Chem	Chem
C686756876	PharmaGSID_48519	Chem	Chem	Chem
C68694111	Triflumizole	Chem	Chem	Chem
C68917180	Cornmint oil	Chem	Chem	Chem
C6893023	3,5,3'-Triiodothyronine	Chem	Chem	Chem
C68959206	Disiquonium chloride 	Chem	Chem	Chem
C68962	17alpha-Hydroxyprogesterone	Chem	Chem	Chem
C69090	Chlorpromazine hydrochloride	Chem	Chem	Chem
C6915157	Malic acid	Chem	Chem	Chem
C6923224	Monocrotophos	Chem	Chem	Chem
C692864	Ethyl undec-10-enoate	Chem	Chem	Chem
C69327760	Buprofezin	Chem	Chem	Chem
C69377817	Fluroxypyr	Chem	Chem	Chem
C695067	gamma-Caprolactone	Chem	Chem	Chem
C69655056	2',3'-Dideoxyinosine	Chem	Chem	Chem
C69658	D-Mannitol	Chem	Chem	Chem
C69727	Salicylic acid	Chem	Chem	Chem
C69749	Cytarabine hydrochloride	Chem	Chem	Chem
C69806402	Haloxyfop-methyl	Chem	Chem	Chem
C69806504	Fluazifop-butyl	Chem	Chem	Chem
C7011838	2(3H)-Furanone, 5-hexyldihydro-5-methyl-	Chem	Chem	Chem
C70553	4-Toluenesulfonamide	Chem	Chem	Chem
C705602	(2-Nitro-1-propenyl)benzene	Chem	Chem	Chem
C70568604	4-Butylcyclohexanol	Chem	Chem	Chem
C706149	gamma-Decanolactone	Chem	Chem	Chem
C7080504	Chloramine-T trihydrate	Chem	Chem	Chem
C709988	Propanil	Chem	Chem	Chem
C71238	1-Propanol	Chem	Chem	Chem
C712505	Cyclohexylphenylketone	Chem	Chem	Chem
C71283802	Fenoxaprop-P-ethyl	Chem	Chem	Chem
C71526073	MON-4660	Chem	Chem	Chem
C7173515	Didecyldimethylammonium chloride	Chem	Chem	Chem
C71751412	Abamectin	Chem	Chem	Chem
C717748	1,3,5-Triisopropylbenzene	Chem	Chem	Chem
C7212444	Nerolidol	Chem	Chem	Chem
C72178020	Fomesafen	Chem	Chem	Chem
C72208	Endrin	Chem	Chem	Chem
C72333	Mestranol	Chem	Chem	Chem
C72435	Methoxychlor	Chem	Chem	Chem
C72490018	Fenoxycarb	Chem	Chem	Chem
C725228455	AVE5638	Chem	Chem	Chem
C72548	p,p'-DDD	Chem	Chem	Chem
C72559	p,p'-DDE	Chem	Chem	Chem
C7287196	Prometryn	Chem	Chem	Chem
C732116	Phosmet	Chem	Chem	Chem
C73223	l-Tryptophan	Chem	Chem	Chem
C732263	2,4,6-Tris(tert-butyl)phenol	Chem	Chem	Chem
C73314	Melatonin	Chem	Chem	Chem
C7378996	N,N-Dimethyloctylamine	Chem	Chem	Chem
C7398698	Dimethyldiallylammonium chloride	Chem	Chem	Chem
C74051802	Sethoxydim	Chem	Chem	Chem
C74115245	Clofentezine	Chem	Chem	Chem
C741582	Bensulide	Chem	Chem	Chem
C742693385	SSR504734	Chem	Chem	Chem
C744456	Diphenyl isophthalate	Chem	Chem	Chem
C7487947	Mercuric chloride	Chem	Chem	Chem
C75127	Formamide	Chem	Chem	Chem
C75330755	Lovastatin	Chem	Chem	Chem
C753731	Dimethyltin dichloride	Chem	Chem	Chem
C7540514	(S)-(-)-beta-Citronellol	Chem	Chem	Chem
C754916	PFOSA	Chem	Chem	Chem
C75503	Trimethylamine	Chem	Chem	Chem
C75605	Dimethylarsinic acid	Chem	Chem	Chem
C75649	tert-Butylamine	Chem	Chem	Chem
C756796	Dimethyl methylphosphonate	Chem	Chem	Chem
C75865	2-Hydroxy-2-methylpropanenitrile	Chem	Chem	Chem
C75990	Dalapon	Chem	Chem	Chem
C759944	EPTC	Chem	Chem	Chem
C760236	3,4-Dichloro-1-butene	Chem	Chem	Chem
C76039	Trichloroacetic acid	Chem	Chem	Chem
C762049	Diethyl phosphite	Chem	Chem	Chem
C7631869	Silica	Chem	Chem	Chem
C7632000	Sodium nitrite	Chem	Chem	Chem
C76448	Heptachlor	Chem	Chem	Chem
C76493	Bornyl acetate	Chem	Chem	Chem
C76578148	Quizalofop-ethyl	Chem	Chem	Chem
C7659861	2-Ethylhexyl sulfanylacetate	Chem	Chem	Chem
C7664382	Phosphoric acid	Chem	Chem	Chem
C76738620	Paclobutrazol	Chem	Chem	Chem
C7681767	Ronidazole	Chem	Chem	Chem
C7681825	Sodium iodide	Chem	Chem	Chem
C76879	Triphenyltin hydroxide	Chem	Chem	Chem
C7696120	Tetramethrin	Chem	Chem	Chem
C769926	4-tert-Butylaniline	Chem	Chem	Chem
C770354	1-Phenoxy-2-propanol	Chem	Chem	Chem
C77065	Gibberellic acid	Chem	Chem	Chem
C77098	Phenolphthalein	Chem	Chem	Chem
C77407	Bisphenol B	Chem	Chem	Chem
C7747355	5-Ethyl-1-aza-3,7-dioxabicyclo[3.3.0]octane	Chem	Chem	Chem
C77474	Hexachlorocyclopentadiene	Chem	Chem	Chem
C77485	1,3-Dibromo-5,5-dimethylhydantoin	Chem	Chem	Chem
C77501634	Lactofen	Chem	Chem	Chem
C7757791	Potassium nitrate	Chem	Chem	Chem
C7758192	Sodium chlorite	Chem	Chem	Chem
C77714	5,5-Dimethylhydantoin	Chem	Chem	Chem
C7773060	Ammonium sulfamate	Chem	Chem	Chem
C77736	Dicyclopentadiene	Chem	Chem	Chem
C7775271	Sodium persulfate	Chem	Chem	Chem
C77781	Dimethyl sulfate	Chem	Chem	Chem
C7779273	1,3,5-Triethylhexahydro-s-triazine	Chem	Chem	Chem
C77838	Ethyl methylphenylglycidate	Chem	Chem	Chem
C7785264	(-)-alpha-Pinene	Chem	Chem	Chem
C77861	Tromethamine	Chem	Chem	Chem
C7786347	Mevinphos	Chem	Chem	Chem
C77894	Acetyltriethyl citrate	Chem	Chem	Chem
C77907	Acetyl tributyl citrate	Chem	Chem	Chem
C77929	Citric acid	Chem	Chem	Chem
C77930	Triethyl citrate	Chem	Chem	Chem
C78079	Ethyltriethoxysilane	Chem	Chem	Chem
C78115	Pentaerythritol tetranitrate	Chem	Chem	Chem
C78400	Triethyl phosphate	Chem	Chem	Chem
C78422	Tris(2-ethylhexyl) phosphate	Chem	Chem	Chem
C78473719	Enterolactone	Chem	Chem	Chem
C78488	Tribufos	Chem	Chem	Chem
C78491028	Diazolidinyl urea	Chem	Chem	Chem
C78513	Tris(2-butoxyethyl) phosphate	Chem	Chem	Chem
C78587050	Hexythiazox	Chem	Chem	Chem
C78591	Isophorone	Chem	Chem	Chem
C78637	2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane	Chem	Chem	Chem
C78693	3,7-Dimethyl-3-octanol	Chem	Chem	Chem
C78706	Linalool	Chem	Chem	Chem
C78820	2-Methylpropanenitrile	Chem	Chem	Chem
C789026	o,p'-DDT	Chem	Chem	Chem
C78966	1-Amino-2-propanol	Chem	Chem	Chem
C79061	Acrylamide	Chem	Chem	Chem
C79098207	4-Chloropentylbenzene	Chem	Chem	Chem
C79141	Glycolic acid	Chem	Chem	Chem
C79163	N-Methylacetamide	Chem	Chem	Chem
C79241466	Fluazifop-P-butyl	Chem	Chem	Chem
C79243	Nitroethane	Chem	Chem	Chem
C79277273	Thifensulfuron-methyl	Chem	Chem	Chem
C79390	Methacrylamide	Chem	Chem	Chem
C79436	Dichloroacetic acid	Chem	Chem	Chem
C79447	Dimethylcarbamoyl chloride	Chem	Chem	Chem
C79538322	Tefluthrin	Chem	Chem	Chem
C79572	Oxytetracycline	Chem	Chem	Chem
C79622596	Fluazinam	Chem	Chem	Chem
C797637	Norgestrel	Chem	Chem	Chem
C79902639	Simvastatin	Chem	Chem	Chem
C79925	2,2-Dimethyl-3-methylenebicyclo[2.2.1]heptane	Chem	Chem	Chem
C79947	3,3',5,5'-Tetrabromobisphenol A	Chem	Chem	Chem
C79958	2,2',6,6'-Tetrachlorobisphenol A	Chem	Chem	Chem
C79983714	Hexaconazole	Chem	Chem	Chem
C8000348	Clove leaf oil	Chem	Chem	Chem
C8000417	Terpineol	Chem	Chem	Chem
C8001545	Benzalkonium chloride	Chem	Chem	Chem
C8004920	C.I. Acid Yellow 3 disodium salt	Chem	Chem	Chem
C80057	Bisphenol A	Chem	Chem	Chem
C8006904	Peppermint oil	Chem	Chem	Chem
C8007703	Anise oil	Chem	Chem	Chem
C80079	4,4'-Dichlorodiphenyl sulfone	Chem	Chem	Chem
C80080	Dapsone	Chem	Chem	Chem
C80091	4,4'-Sulfonyldiphenol	Chem	Chem	Chem
C80159	Cumene hydroperoxide	Chem	Chem	Chem
C8018017	Mancozeb	Chem	Chem	Chem
C80262	alpha-Terpinyl acetate	Chem	Chem	Chem
C80273	Terpinyl propionate	Chem	Chem	Chem
C80433	Dicumyl peroxide	Chem	Chem	Chem
C80466	4-(2-Methylbutan-2-yl)phenol	Chem	Chem	Chem
C80546	3-(4-tert-Butylphenyl)-2-methylpropanal	Chem	Chem	Chem
C80568	alpha-Pinene	Chem	Chem	Chem
C80844071	Etofenprox	Chem	Chem	Chem
C81072	Saccharin	Chem	Chem	Chem
C81131706	Pravastatin sodium	Chem	Chem	Chem
C81334341	Imazapyr	Chem	Chem	Chem
C81335377	Imazaquin	Chem	Chem	Chem
C81335775	Imazethapyr	Chem	Chem	Chem
C81405858	Imazmethabenz	Chem	Chem	Chem
C81406373	Fluroxypyr-meptyl	Chem	Chem	Chem
C81741288	Tributyltetradecylphosphonium chloride	Chem	Chem	Chem
C81777891	Clomazone	Chem	Chem	Chem
C81812	Warfarin	Chem	Chem	Chem
C818611	2-Hydroxyethyl acrylate	Chem	Chem	Chem
C81889	Rhodamine B	Chem	Chem	Chem
C81903	Phenolphthalin	Chem	Chem	Chem
C822060	1,6-Diisocyanatohexane	Chem	Chem	Chem
C82385420	Sodium saccharin hydrate	Chem	Chem	Chem
C824395	Sodium 2-nitrophenolate	Chem	Chem	Chem
C82469792	Butyryl trihexyl citrate	Chem	Chem	Chem
C824782	Sodium 4-nitrophenolate	Chem	Chem	Chem
C82558507	Isoxaben	Chem	Chem	Chem
C825643570	PharmaGSID_48513	Chem	Chem	Chem
C82640048	Raloxifene hydrochloride	Chem	Chem	Chem
C82657043	Bifenthrin	Chem	Chem	Chem
C826620	3a,4,7,7a-Tetrahydro-4,7-methanoisobenzofuran-1,3-dione	Chem	Chem	Chem
C82688	Pentachloronitrobenzene	Chem	Chem	Chem
C827190	Sodium 2,5-dimethylbenzenesulfonate	Chem	Chem	Chem
C827214	Benzenesulfonic acid, 2,4-dimethyl-, sodium salt	Chem	Chem	Chem
C828002	Dimethoxane	Chem	Chem	Chem
C83329	Acenaphthene	Chem	Chem	Chem
C83410	1,2-Dimethyl-3-nitrobenzene	Chem	Chem	Chem
C834128	Ametryn	Chem	Chem	Chem
C83657243	Diniconazole	Chem	Chem	Chem
C83670	Theobromine	Chem	Chem	Chem
